"","subjid","trialnums","block_iter","block","numatts","numcand","pref","age","party","race","prof","military","gender","ssmar","taxes","guns","polex","relig","partyown","ssmarown","taxesown","gunsown","profile","incl.ssmar","incl.taxes","incl.guns","num_issues_shown"
"12967",87,36,2,"5atts2cands",5,2,1,NA,3,1,NA,NA,2,2,NA,2,NA,NA,"No","No",NA,"No",1,1,0,1,2
"27572",87,36,2,"5atts2cands",5,2,0,NA,3,5,NA,NA,2,3,NA,3,NA,NA,"No","Yes",NA,"Yes",2,1,0,1,2
"42177",87,36,2,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"12968",87,37,2,"5atts2cands",5,2,1,NA,1,1,NA,NA,2,3,NA,3,NA,NA,"No","Yes",NA,"Yes",1,1,0,1,2
"27573",87,37,2,"5atts2cands",5,2,0,NA,3,1,NA,NA,1,4,NA,4,NA,NA,"No","Yes",NA,"Yes",2,1,0,1,2
"42178",87,37,2,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"12969",87,38,2,"5atts2cands",5,2,1,NA,2,2,NA,NA,2,3,NA,3,NA,NA,"Yes","Yes",NA,"Yes",1,1,0,1,2
"27574",87,38,2,"5atts2cands",5,2,0,NA,3,1,NA,NA,2,2,NA,2,NA,NA,"No","No",NA,"No",2,1,0,1,2
"42179",87,38,2,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"12970",87,39,2,"5atts2cands",5,2,1,NA,1,1,NA,NA,2,3,NA,3,NA,NA,"No","Yes",NA,"Yes",1,1,0,1,2
"27575",87,39,2,"5atts2cands",5,2,0,NA,1,1,NA,NA,2,3,NA,3,NA,NA,"No","Yes",NA,"Yes",2,1,0,1,2
"42180",87,39,2,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"12971",87,40,2,"5atts2cands",5,2,1,NA,1,2,NA,NA,1,4,NA,4,NA,NA,"No","Yes",NA,"Yes",1,1,0,1,2
"27576",87,40,2,"5atts2cands",5,2,0,NA,1,2,NA,NA,1,4,NA,4,NA,NA,"No","Yes",NA,"Yes",2,1,0,1,2
"42181",87,40,2,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"12972",87,41,3,"11atts2cands",11,2,1,4,1,1,4,1,2,3,3,3,4,4,"No","Yes","Yes","Yes",1,1,1,1,3
"27577",87,41,3,"11atts2cands",11,2,0,4,1,1,4,1,2,3,3,3,4,4,"No","Yes","Yes","Yes",2,1,1,1,3
"42182",87,41,3,"11atts2cands",11,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"12973",87,42,3,"11atts2cands",11,2,0,2,2,1,2,1,2,2,2,2,2,2,"Yes","No","No","No",1,1,1,1,3
"27578",87,42,3,"11atts2cands",11,2,1,3,3,5,3,1,2,3,3,3,4,1,"No","Yes","Yes","Yes",2,1,1,1,3
"42183",87,42,3,"11atts2cands",11,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"12974",87,43,3,"11atts2cands",11,2,1,3,3,1,3,1,1,4,4,4,3,3,"No","Yes","Yes","Yes",1,1,1,1,3
"27579",87,43,3,"11atts2cands",11,2,0,1,3,1,1,1,2,2,2,2,1,1,"No","No","No","No",2,1,1,1,3
"42184",87,43,3,"11atts2cands",11,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"12975",87,44,3,"11atts2cands",11,2,1,2,1,2,2,2,1,4,4,4,2,2,"No","Yes","Yes","Yes",1,1,1,1,3
"27580",87,44,3,"11atts2cands",11,2,0,5,2,1,5,1,1,1,1,1,0,5,"Yes","No","No","No",2,1,1,1,3
"42185",87,44,3,"11atts2cands",11,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"12976",87,45,3,"11atts2cands",11,2,1,2,1,2,2,2,1,4,4,4,2,2,"No","Yes","Yes","Yes",1,1,1,1,3
"27581",87,45,3,"11atts2cands",11,2,0,2,2,4,1,1,1,4,4,4,3,2,"Yes","Yes","Yes","Yes",2,1,1,1,3
"42186",87,45,3,"11atts2cands",11,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"12977",87,46,3,"11atts2cands",11,2,1,2,1,2,2,2,1,4,4,4,2,2,"No","Yes","Yes","Yes",1,1,1,1,3
"27582",87,46,3,"11atts2cands",11,2,0,5,1,3,5,5,2,2,2,2,0,5,"No","No","No","No",2,1,1,1,3
"42187",87,46,3,"11atts2cands",11,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"12978",87,47,3,"11atts2cands",11,2,1,3,2,2,3,3,2,3,3,3,3,3,"Yes","Yes","Yes","Yes",1,1,1,1,3
"27583",87,47,3,"11atts2cands",11,2,0,5,2,1,5,1,1,1,1,1,0,5,"Yes","No","No","No",2,1,1,1,3
"42188",87,47,3,"11atts2cands",11,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"12979",87,48,3,"11atts2cands",11,2,0,5,1,3,5,5,2,2,2,2,0,5,"No","No","No","No",1,1,1,1,3
"27584",87,48,3,"11atts2cands",11,2,1,4,3,3,4,4,1,1,1,1,4,4,"No","No","No","No",2,1,1,1,3
"42189",87,48,3,"11atts2cands",11,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"12980",87,49,3,"11atts2cands",11,2,1,1,1,1,1,1,1,1,1,1,1,1,"No","No","No","No",1,1,1,1,3
"27585",87,49,3,"11atts2cands",11,2,0,1,1,1,1,1,1,1,1,1,1,1,"No","No","No","No",2,1,1,1,3
"42190",87,49,3,"11atts2cands",11,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"12981",87,50,3,"11atts2cands",11,2,1,2,2,4,1,1,1,4,4,4,3,2,"Yes","Yes","Yes","Yes",1,1,1,1,3
"27586",87,50,3,"11atts2cands",11,2,0,3,3,1,3,1,1,4,4,4,3,3,"No","Yes","Yes","Yes",2,1,1,1,3
"42191",87,50,3,"11atts2cands",11,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"12982",87,51,3,"11atts2cands",11,2,0,4,3,3,4,4,1,1,1,1,4,4,"No","No","No","No",1,1,1,1,3
"27587",87,51,3,"11atts2cands",11,2,1,1,1,1,1,1,1,1,1,1,1,1,"No","No","No","No",2,1,1,1,3
"42192",87,51,3,"11atts2cands",11,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"12983",87,52,3,"11atts2cands",11,2,1,3,2,2,3,3,2,3,3,3,3,3,"Yes","Yes","Yes","Yes",1,1,1,1,3
"27588",87,52,3,"11atts2cands",11,2,0,3,2,2,3,3,2,3,3,3,3,3,"Yes","Yes","Yes","Yes",2,1,1,1,3
"42193",87,52,3,"11atts2cands",11,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"12984",87,53,3,"11atts2cands",11,2,1,3,2,2,3,3,2,3,3,3,3,3,"Yes","Yes","Yes","Yes",1,1,1,1,3
"27589",87,53,3,"11atts2cands",11,2,0,4,3,3,4,4,1,1,1,1,4,4,"No","No","No","No",2,1,1,1,3
"42194",87,53,3,"11atts2cands",11,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"12985",87,54,3,"11atts2cands",11,2,0,4,3,3,4,4,1,1,1,1,4,4,"No","No","No","No",1,1,1,1,3
"27590",87,54,3,"11atts2cands",11,2,1,4,3,3,4,4,1,1,1,1,4,4,"No","No","No","No",2,1,1,1,3
"42195",87,54,3,"11atts2cands",11,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"12986",87,55,3,"11atts2cands",11,2,1,3,2,2,3,3,2,3,3,3,3,3,"Yes","Yes","Yes","Yes",1,1,1,1,3
"27591",87,55,3,"11atts2cands",11,2,0,1,3,1,1,1,2,2,2,2,1,1,"No","No","No","No",2,1,1,1,3
"42196",87,55,3,"11atts2cands",11,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"12987",87,56,3,"11atts2cands",11,2,1,2,1,2,2,2,1,4,4,4,2,2,"No","Yes","Yes","Yes",1,1,1,1,3
"27592",87,56,3,"11atts2cands",11,2,0,2,2,4,1,1,1,4,4,4,3,2,"Yes","Yes","Yes","Yes",2,1,1,1,3
"42197",87,56,3,"11atts2cands",11,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"12988",87,57,3,"11atts2cands",11,2,1,2,1,2,2,2,1,4,4,4,2,2,"No","Yes","Yes","Yes",1,1,1,1,3
"27593",87,57,3,"11atts2cands",11,2,0,2,1,2,2,2,1,4,4,4,2,2,"No","Yes","Yes","Yes",2,1,1,1,3
"42198",87,57,3,"11atts2cands",11,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"12989",87,58,3,"11atts2cands",11,2,1,4,1,1,4,1,2,3,3,3,4,4,"No","Yes","Yes","Yes",1,1,1,1,3
"27594",87,58,3,"11atts2cands",11,2,0,1,1,1,1,1,1,1,1,1,1,1,"No","No","No","No",2,1,1,1,3
"42199",87,58,3,"11atts2cands",11,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"12990",87,59,3,"11atts2cands",11,2,1,2,1,2,2,2,1,4,4,4,2,2,"No","Yes","Yes","Yes",1,1,1,1,3
"27595",87,59,3,"11atts2cands",11,2,0,1,3,1,1,1,2,2,2,2,1,1,"No","No","No","No",2,1,1,1,3
"42200",87,59,3,"11atts2cands",11,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"12991",87,60,3,"11atts2cands",11,2,1,2,1,2,2,2,1,4,4,4,2,2,"No","Yes","Yes","Yes",1,1,1,1,3
"27596",87,60,3,"11atts2cands",11,2,0,3,3,1,3,1,1,4,4,4,3,3,"No","Yes","Yes","Yes",2,1,1,1,3
"42201",87,60,3,"11atts2cands",11,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"12992",87,61,4,"8atts3cands",8,3,0,3,3,NA,3,1,2,3,3,NA,NA,1,"No","Yes","Yes",NA,1,1,1,0,2
"27597",87,61,4,"8atts3cands",8,3,0,5,2,NA,5,1,1,1,1,NA,NA,5,"Yes","No","No",NA,2,1,1,0,2
"42202",87,61,4,"8atts3cands",8,3,1,2,1,NA,2,2,1,4,4,NA,NA,2,"No","Yes","Yes",NA,3,1,1,0,2
"12993",87,62,4,"8atts3cands",8,3,0,2,2,NA,1,1,1,4,4,NA,NA,2,"Yes","Yes","Yes",NA,1,1,1,0,2
"27598",87,62,4,"8atts3cands",8,3,1,3,3,NA,3,1,2,3,3,NA,NA,1,"No","Yes","Yes",NA,2,1,1,0,2
"42203",87,62,4,"8atts3cands",8,3,0,4,3,NA,4,4,1,1,1,NA,NA,4,"No","No","No",NA,3,1,1,0,2
"12994",87,63,4,"8atts3cands",8,3,1,3,3,NA,3,1,1,4,4,NA,NA,3,"No","Yes","Yes",NA,1,1,1,0,2
"27599",87,63,4,"8atts3cands",8,3,0,3,2,NA,3,3,2,3,3,NA,NA,3,"Yes","Yes","Yes",NA,2,1,1,0,2
"42204",87,63,4,"8atts3cands",8,3,0,2,2,NA,2,1,2,2,2,NA,NA,2,"Yes","No","No",NA,3,1,1,0,2
"12995",87,64,4,"8atts3cands",8,3,0,2,2,NA,2,1,2,2,2,NA,NA,2,"Yes","No","No",NA,1,1,1,0,2
"27600",87,64,4,"8atts3cands",8,3,1,3,3,NA,3,1,2,3,3,NA,NA,1,"No","Yes","Yes",NA,2,1,1,0,2
"42205",87,64,4,"8atts3cands",8,3,0,2,2,NA,1,1,1,4,4,NA,NA,2,"Yes","Yes","Yes",NA,3,1,1,0,2
"12996",87,65,4,"8atts3cands",8,3,1,3,2,NA,3,3,2,3,3,NA,NA,3,"Yes","Yes","Yes",NA,1,1,1,0,2
"27601",87,65,4,"8atts3cands",8,3,0,5,1,NA,5,5,2,2,2,NA,NA,5,"No","No","No",NA,2,1,1,0,2
"42206",87,65,4,"8atts3cands",8,3,0,2,2,NA,2,1,2,2,2,NA,NA,2,"Yes","No","No",NA,3,1,1,0,2
"12997",87,66,4,"8atts3cands",8,3,1,3,3,NA,3,1,2,3,3,NA,NA,1,"No","Yes","Yes",NA,1,1,1,0,2
"27602",87,66,4,"8atts3cands",8,3,0,2,2,NA,2,1,2,2,2,NA,NA,2,"Yes","No","No",NA,2,1,1,0,2
"42207",87,66,4,"8atts3cands",8,3,0,3,2,NA,3,3,2,3,3,NA,NA,3,"Yes","Yes","Yes",NA,3,1,1,0,2
"12998",87,67,4,"8atts3cands",8,3,1,2,2,NA,2,1,2,2,2,NA,NA,2,"Yes","No","No",NA,1,1,1,0,2
"27603",87,67,4,"8atts3cands",8,3,0,4,1,NA,4,1,2,3,3,NA,NA,4,"No","Yes","Yes",NA,2,1,1,0,2
"42208",87,67,4,"8atts3cands",8,3,0,4,3,NA,4,4,1,1,1,NA,NA,4,"No","No","No",NA,3,1,1,0,2
"12999",87,68,4,"8atts3cands",8,3,0,5,1,NA,5,5,2,2,2,NA,NA,5,"No","No","No",NA,1,1,1,0,2
"27604",87,68,4,"8atts3cands",8,3,0,5,2,NA,5,1,1,1,1,NA,NA,5,"Yes","No","No",NA,2,1,1,0,2
"42209",87,68,4,"8atts3cands",8,3,1,2,1,NA,2,2,1,4,4,NA,NA,2,"No","Yes","Yes",NA,3,1,1,0,2
"13000",87,69,4,"8atts3cands",8,3,0,5,1,NA,5,5,2,2,2,NA,NA,5,"No","No","No",NA,1,1,1,0,2
"27605",87,69,4,"8atts3cands",8,3,0,4,3,NA,4,4,1,1,1,NA,NA,4,"No","No","No",NA,2,1,1,0,2
"42210",87,69,4,"8atts3cands",8,3,1,5,1,NA,5,5,2,2,2,NA,NA,5,"No","No","No",NA,3,1,1,0,2
"13001",87,70,4,"8atts3cands",8,3,0,5,2,NA,5,1,1,1,1,NA,NA,5,"Yes","No","No",NA,1,1,1,0,2
"27606",87,70,4,"8atts3cands",8,3,1,4,1,NA,4,1,2,3,3,NA,NA,4,"No","Yes","Yes",NA,2,1,1,0,2
"42211",87,70,4,"8atts3cands",8,3,0,3,2,NA,3,3,2,3,3,NA,NA,3,"Yes","Yes","Yes",NA,3,1,1,0,2
"13002",87,71,4,"8atts3cands",8,3,1,4,3,NA,4,4,1,1,1,NA,NA,4,"No","No","No",NA,1,1,1,0,2
"27607",87,71,4,"8atts3cands",8,3,0,3,2,NA,3,3,2,3,3,NA,NA,3,"Yes","Yes","Yes",NA,2,1,1,0,2
"42212",87,71,4,"8atts3cands",8,3,0,2,1,NA,2,2,1,4,4,NA,NA,2,"No","Yes","Yes",NA,3,1,1,0,2
"13003",87,72,4,"8atts3cands",8,3,0,2,1,NA,2,2,1,4,4,NA,NA,2,"No","Yes","Yes",NA,1,1,1,0,2
"27608",87,72,4,"8atts3cands",8,3,1,3,3,NA,3,1,1,4,4,NA,NA,3,"No","Yes","Yes",NA,2,1,1,0,2
"42213",87,72,4,"8atts3cands",8,3,0,3,2,NA,3,3,2,3,3,NA,NA,3,"Yes","Yes","Yes",NA,3,1,1,0,2
"13004",87,73,4,"8atts3cands",8,3,0,2,1,NA,2,2,1,4,4,NA,NA,2,"No","Yes","Yes",NA,1,1,1,0,2
"27609",87,73,4,"8atts3cands",8,3,0,2,1,NA,2,2,1,4,4,NA,NA,2,"No","Yes","Yes",NA,2,1,1,0,2
"42214",87,73,4,"8atts3cands",8,3,1,3,3,NA,3,1,1,4,4,NA,NA,3,"No","Yes","Yes",NA,3,1,1,0,2
"13005",87,74,4,"8atts3cands",8,3,0,1,3,NA,1,1,2,2,2,NA,NA,1,"No","No","No",NA,1,1,1,0,2
"27610",87,74,4,"8atts3cands",8,3,1,3,3,NA,3,1,2,3,3,NA,NA,1,"No","Yes","Yes",NA,2,1,1,0,2
"42215",87,74,4,"8atts3cands",8,3,0,3,2,NA,3,3,2,3,3,NA,NA,3,"Yes","Yes","Yes",NA,3,1,1,0,2
"13006",87,75,4,"8atts3cands",8,3,0,5,1,NA,5,5,2,2,2,NA,NA,5,"No","No","No",NA,1,1,1,0,2
"27611",87,75,4,"8atts3cands",8,3,0,5,1,NA,5,5,2,2,2,NA,NA,5,"No","No","No",NA,2,1,1,0,2
"42216",87,75,4,"8atts3cands",8,3,1,1,3,NA,1,1,2,2,2,NA,NA,1,"No","No","No",NA,3,1,1,0,2
"13007",87,76,4,"8atts3cands",8,3,1,2,2,NA,1,1,1,4,4,NA,NA,2,"Yes","Yes","Yes",NA,1,1,1,0,2
"27612",87,76,4,"8atts3cands",8,3,0,1,1,NA,1,1,1,1,1,NA,NA,1,"No","No","No",NA,2,1,1,0,2
"42217",87,76,4,"8atts3cands",8,3,0,1,1,NA,1,1,1,1,1,NA,NA,1,"No","No","No",NA,3,1,1,0,2
"13008",87,77,4,"8atts3cands",8,3,1,2,1,NA,2,2,1,4,4,NA,NA,2,"No","Yes","Yes",NA,1,1,1,0,2
"27613",87,77,4,"8atts3cands",8,3,0,2,2,NA,2,1,2,2,2,NA,NA,2,"Yes","No","No",NA,2,1,1,0,2
"42218",87,77,4,"8atts3cands",8,3,0,1,1,NA,1,1,1,1,1,NA,NA,1,"No","No","No",NA,3,1,1,0,2
"13009",87,78,4,"8atts3cands",8,3,0,5,1,NA,5,5,2,2,2,NA,NA,5,"No","No","No",NA,1,1,1,0,2
"27614",87,78,4,"8atts3cands",8,3,1,1,1,NA,1,1,1,1,1,NA,NA,1,"No","No","No",NA,2,1,1,0,2
"42219",87,78,4,"8atts3cands",8,3,0,4,1,NA,4,1,2,3,3,NA,NA,4,"No","Yes","Yes",NA,3,1,1,0,2
"13010",87,79,4,"8atts3cands",8,3,0,5,1,NA,5,5,2,2,2,NA,NA,5,"No","No","No",NA,1,1,1,0,2
"27615",87,79,4,"8atts3cands",8,3,0,5,1,NA,5,5,2,2,2,NA,NA,5,"No","No","No",NA,2,1,1,0,2
"42220",87,79,4,"8atts3cands",8,3,1,2,2,NA,1,1,1,4,4,NA,NA,2,"Yes","Yes","Yes",NA,3,1,1,0,2
"13011",87,80,4,"8atts3cands",8,3,0,3,3,NA,3,1,2,3,3,NA,NA,1,"No","Yes","Yes",NA,1,1,1,0,2
"27616",87,80,4,"8atts3cands",8,3,1,4,3,NA,4,4,1,1,1,NA,NA,4,"No","No","No",NA,2,1,1,0,2
"42221",87,80,4,"8atts3cands",8,3,0,5,2,NA,5,1,1,1,1,NA,NA,5,"Yes","No","No",NA,3,1,1,0,2
"13012",87,81,5,"8atts2cands",8,2,1,NA,3,3,4,4,1,1,1,1,NA,NA,"No","No","No","No",1,1,1,1,3
"27617",87,81,5,"8atts2cands",8,2,0,NA,3,3,4,4,1,1,1,1,NA,NA,"No","No","No","No",2,1,1,1,3
"42222",87,81,5,"8atts2cands",8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"13013",87,82,5,"8atts2cands",8,2,1,NA,1,3,5,5,2,2,2,2,NA,NA,"No","No","No","No",1,1,1,1,3
"27618",87,82,5,"8atts2cands",8,2,0,NA,3,1,1,1,2,2,2,2,NA,NA,"No","No","No","No",2,1,1,1,3
"42223",87,82,5,"8atts2cands",8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"13014",87,83,5,"8atts2cands",8,2,1,NA,1,3,5,5,2,2,2,2,NA,NA,"No","No","No","No",1,1,1,1,3
"27619",87,83,5,"8atts2cands",8,2,0,NA,1,3,5,5,2,2,2,2,NA,NA,"No","No","No","No",2,1,1,1,3
"42224",87,83,5,"8atts2cands",8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"13015",87,84,5,"8atts2cands",8,2,0,NA,1,1,1,1,1,1,1,1,NA,NA,"No","No","No","No",1,1,1,1,3
"27620",87,84,5,"8atts2cands",8,2,1,NA,2,2,3,3,2,3,3,3,NA,NA,"Yes","Yes","Yes","Yes",2,1,1,1,3
"42225",87,84,5,"8atts2cands",8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"13016",87,85,5,"8atts2cands",8,2,1,NA,2,2,3,3,2,3,3,3,NA,NA,"Yes","Yes","Yes","Yes",1,1,1,1,3
"27621",87,85,5,"8atts2cands",8,2,0,NA,1,2,2,2,1,4,4,4,NA,NA,"No","Yes","Yes","Yes",2,1,1,1,3
"42226",87,85,5,"8atts2cands",8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"13017",87,86,5,"8atts2cands",8,2,1,NA,3,5,3,1,2,3,3,3,NA,NA,"No","Yes","Yes","Yes",1,1,1,1,3
"27622",87,86,5,"8atts2cands",8,2,0,NA,1,1,4,1,2,3,3,3,NA,NA,"No","Yes","Yes","Yes",2,1,1,1,3
"42227",87,86,5,"8atts2cands",8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"13018",87,87,5,"8atts2cands",8,2,0,NA,3,1,1,1,2,2,2,2,NA,NA,"No","No","No","No",1,1,1,1,3
"27623",87,87,5,"8atts2cands",8,2,1,NA,2,1,5,1,1,1,1,1,NA,NA,"Yes","No","No","No",2,1,1,1,3
"42228",87,87,5,"8atts2cands",8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"13019",87,88,5,"8atts2cands",8,2,1,NA,1,1,4,1,2,3,3,3,NA,NA,"No","Yes","Yes","Yes",1,1,1,1,3
"27624",87,88,5,"8atts2cands",8,2,0,NA,1,1,4,1,2,3,3,3,NA,NA,"No","Yes","Yes","Yes",2,1,1,1,3
"42229",87,88,5,"8atts2cands",8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"13020",87,89,5,"8atts2cands",8,2,0,NA,3,1,1,1,2,2,2,2,NA,NA,"No","No","No","No",1,1,1,1,3
"27625",87,89,5,"8atts2cands",8,2,1,NA,1,3,5,5,2,2,2,2,NA,NA,"No","No","No","No",2,1,1,1,3
"42230",87,89,5,"8atts2cands",8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"13021",87,90,5,"8atts2cands",8,2,1,NA,1,3,5,5,2,2,2,2,NA,NA,"No","No","No","No",1,1,1,1,3
"27626",87,90,5,"8atts2cands",8,2,0,NA,3,5,3,1,2,3,3,3,NA,NA,"No","Yes","Yes","Yes",2,1,1,1,3
"42231",87,90,5,"8atts2cands",8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"13022",87,91,5,"8atts2cands",8,2,0,NA,3,5,3,1,2,3,3,3,NA,NA,"No","Yes","Yes","Yes",1,1,1,1,3
"27627",87,91,5,"8atts2cands",8,2,1,NA,2,4,1,1,1,4,4,4,NA,NA,"Yes","Yes","Yes","Yes",2,1,1,1,3
"42232",87,91,5,"8atts2cands",8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"13023",87,92,5,"8atts2cands",8,2,0,NA,1,1,1,1,1,1,1,1,NA,NA,"No","No","No","No",1,1,1,1,3
"27628",87,92,5,"8atts2cands",8,2,1,NA,2,2,3,3,2,3,3,3,NA,NA,"Yes","Yes","Yes","Yes",2,1,1,1,3
"42233",87,92,5,"8atts2cands",8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"13024",87,93,5,"8atts2cands",8,2,0,NA,2,1,2,1,2,2,2,2,NA,NA,"Yes","No","No","No",1,1,1,1,3
"27629",87,93,5,"8atts2cands",8,2,1,NA,3,1,1,1,2,2,2,2,NA,NA,"No","No","No","No",2,1,1,1,3
"42234",87,93,5,"8atts2cands",8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"13025",87,94,5,"8atts2cands",8,2,1,NA,3,1,3,1,1,4,4,4,NA,NA,"No","Yes","Yes","Yes",1,1,1,1,3
"27630",87,94,5,"8atts2cands",8,2,0,NA,3,1,3,1,1,4,4,4,NA,NA,"No","Yes","Yes","Yes",2,1,1,1,3
"42235",87,94,5,"8atts2cands",8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"13026",87,95,5,"8atts2cands",8,2,1,NA,1,3,5,5,2,2,2,2,NA,NA,"No","No","No","No",1,1,1,1,3
"27631",87,95,5,"8atts2cands",8,2,0,NA,3,1,3,1,1,4,4,4,NA,NA,"No","Yes","Yes","Yes",2,1,1,1,3
"42236",87,95,5,"8atts2cands",8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"13027",87,96,5,"8atts2cands",8,2,0,NA,1,3,5,5,2,2,2,2,NA,NA,"No","No","No","No",1,1,1,1,3
"27632",87,96,5,"8atts2cands",8,2,1,NA,3,1,3,1,1,4,4,4,NA,NA,"No","Yes","Yes","Yes",2,1,1,1,3
"42237",87,96,5,"8atts2cands",8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"13028",87,97,5,"8atts2cands",8,2,1,NA,2,4,1,1,1,4,4,4,NA,NA,"Yes","Yes","Yes","Yes",1,1,1,1,3
"27633",87,97,5,"8atts2cands",8,2,0,NA,2,1,2,1,2,2,2,2,NA,NA,"Yes","No","No","No",2,1,1,1,3
"42238",87,97,5,"8atts2cands",8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"13029",87,98,5,"8atts2cands",8,2,0,NA,1,1,1,1,1,1,1,1,NA,NA,"No","No","No","No",1,1,1,1,3
"27634",87,98,5,"8atts2cands",8,2,1,NA,2,2,3,3,2,3,3,3,NA,NA,"Yes","Yes","Yes","Yes",2,1,1,1,3
"42239",87,98,5,"8atts2cands",8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"13030",87,99,5,"8atts2cands",8,2,1,NA,2,1,2,1,2,2,2,2,NA,NA,"Yes","No","No","No",1,1,1,1,3
