"","subjid","trialnums","block_iter","block","numatts","numcand","pref","age","party","race","prof","military","gender","ssmar","taxes","guns","polex","relig","partyown","ssmarown","taxesown","gunsown","profile","incl.ssmar","incl.taxes","incl.guns","num_issues_shown"
"13292",9,1,1,"5atts3cands",5,3,0,NA,2,NA,2,1,2,NA,2,NA,NA,NA,"No",NA,"No",NA,1,0,1,0,1
"27897",9,1,1,"5atts3cands",5,3,0,NA,2,NA,5,1,1,NA,1,NA,NA,NA,"No",NA,"No",NA,2,0,1,0,1
"42502",9,1,1,"5atts3cands",5,3,1,NA,3,NA,3,1,1,NA,4,NA,NA,NA,"Yes",NA,"Yes",NA,3,0,1,0,1
"13293",9,2,1,"5atts3cands",5,3,0,NA,1,NA,1,1,1,NA,1,NA,NA,NA,"No",NA,"No",NA,1,0,1,0,1
"27898",9,2,1,"5atts3cands",5,3,0,NA,1,NA,4,1,2,NA,3,NA,NA,NA,"No",NA,"Yes",NA,2,0,1,0,1
"42503",9,2,1,"5atts3cands",5,3,1,NA,2,NA,3,3,2,NA,3,NA,NA,NA,"No",NA,"Yes",NA,3,0,1,0,1
"13294",9,3,1,"5atts3cands",5,3,0,NA,2,NA,5,1,1,NA,1,NA,NA,NA,"No",NA,"No",NA,1,0,1,0,1
"27899",9,3,1,"5atts3cands",5,3,1,NA,3,NA,4,4,1,NA,1,NA,NA,NA,"Yes",NA,"No",NA,2,0,1,0,1
"42504",9,3,1,"5atts3cands",5,3,0,NA,2,NA,5,1,1,NA,1,NA,NA,NA,"No",NA,"No",NA,3,0,1,0,1
"13295",9,4,1,"5atts3cands",5,3,0,NA,1,NA,1,1,1,NA,1,NA,NA,NA,"No",NA,"No",NA,1,0,1,0,1
"27900",9,4,1,"5atts3cands",5,3,1,NA,1,NA,5,5,2,NA,2,NA,NA,NA,"No",NA,"No",NA,2,0,1,0,1
"42505",9,4,1,"5atts3cands",5,3,0,NA,2,NA,5,1,1,NA,1,NA,NA,NA,"No",NA,"No",NA,3,0,1,0,1
"13296",9,5,1,"5atts3cands",5,3,0,NA,3,NA,3,1,2,NA,3,NA,NA,NA,"Yes",NA,"Yes",NA,1,0,1,0,1
"27901",9,5,1,"5atts3cands",5,3,0,NA,1,NA,1,1,1,NA,1,NA,NA,NA,"No",NA,"No",NA,2,0,1,0,1
"42506",9,5,1,"5atts3cands",5,3,1,NA,3,NA,3,1,2,NA,3,NA,NA,NA,"Yes",NA,"Yes",NA,3,0,1,0,1
"13297",9,6,1,"5atts3cands",5,3,1,NA,2,NA,3,3,2,NA,3,NA,NA,NA,"No",NA,"Yes",NA,1,0,1,0,1
"27902",9,6,1,"5atts3cands",5,3,0,NA,2,NA,3,3,2,NA,3,NA,NA,NA,"No",NA,"Yes",NA,2,0,1,0,1
"42507",9,6,1,"5atts3cands",5,3,0,NA,3,NA,1,1,2,NA,2,NA,NA,NA,"Yes",NA,"No",NA,3,0,1,0,1
"13298",9,7,1,"5atts3cands",5,3,0,NA,2,NA,2,1,2,NA,2,NA,NA,NA,"No",NA,"No",NA,1,0,1,0,1
"27903",9,7,1,"5atts3cands",5,3,1,NA,2,NA,3,3,2,NA,3,NA,NA,NA,"No",NA,"Yes",NA,2,0,1,0,1
"42508",9,7,1,"5atts3cands",5,3,0,NA,2,NA,5,1,1,NA,1,NA,NA,NA,"No",NA,"No",NA,3,0,1,0,1
"13299",9,8,1,"5atts3cands",5,3,0,NA,1,NA,1,1,1,NA,1,NA,NA,NA,"No",NA,"No",NA,1,0,1,0,1
"27904",9,8,1,"5atts3cands",5,3,1,NA,2,NA,1,1,1,NA,4,NA,NA,NA,"No",NA,"Yes",NA,2,0,1,0,1
"42509",9,8,1,"5atts3cands",5,3,0,NA,2,NA,1,1,1,NA,4,NA,NA,NA,"No",NA,"Yes",NA,3,0,1,0,1
"13300",9,9,1,"5atts3cands",5,3,0,NA,3,NA,1,1,2,NA,2,NA,NA,NA,"Yes",NA,"No",NA,1,0,1,0,1
"27905",9,9,1,"5atts3cands",5,3,1,NA,3,NA,4,4,1,NA,1,NA,NA,NA,"Yes",NA,"No",NA,2,0,1,0,1
"42510",9,9,1,"5atts3cands",5,3,0,NA,1,NA,1,1,1,NA,1,NA,NA,NA,"No",NA,"No",NA,3,0,1,0,1
"13301",9,10,1,"5atts3cands",5,3,1,NA,1,NA,5,5,2,NA,2,NA,NA,NA,"No",NA,"No",NA,1,0,1,0,1
"27906",9,10,1,"5atts3cands",5,3,0,NA,1,NA,2,2,1,NA,4,NA,NA,NA,"No",NA,"Yes",NA,2,0,1,0,1
"42511",9,10,1,"5atts3cands",5,3,0,NA,2,NA,3,3,2,NA,3,NA,NA,NA,"No",NA,"Yes",NA,3,0,1,0,1
"13302",9,11,1,"5atts3cands",5,3,0,NA,1,NA,5,5,2,NA,2,NA,NA,NA,"No",NA,"No",NA,1,0,1,0,1
"27907",9,11,1,"5atts3cands",5,3,1,NA,1,NA,2,2,1,NA,4,NA,NA,NA,"No",NA,"Yes",NA,2,0,1,0,1
"42512",9,11,1,"5atts3cands",5,3,0,NA,1,NA,4,1,2,NA,3,NA,NA,NA,"No",NA,"Yes",NA,3,0,1,0,1
"13303",9,12,1,"5atts3cands",5,3,0,NA,1,NA,4,1,2,NA,3,NA,NA,NA,"No",NA,"Yes",NA,1,0,1,0,1
"27908",9,12,1,"5atts3cands",5,3,1,NA,2,NA,5,1,1,NA,1,NA,NA,NA,"No",NA,"No",NA,2,0,1,0,1
"42513",9,12,1,"5atts3cands",5,3,0,NA,2,NA,5,1,1,NA,1,NA,NA,NA,"No",NA,"No",NA,3,0,1,0,1
"13304",9,13,1,"5atts3cands",5,3,0,NA,1,NA,2,2,1,NA,4,NA,NA,NA,"No",NA,"Yes",NA,1,0,1,0,1
"27909",9,13,1,"5atts3cands",5,3,1,NA,3,NA,1,1,2,NA,2,NA,NA,NA,"Yes",NA,"No",NA,2,0,1,0,1
"42514",9,13,1,"5atts3cands",5,3,0,NA,1,NA,5,5,2,NA,2,NA,NA,NA,"No",NA,"No",NA,3,0,1,0,1
"13305",9,14,1,"5atts3cands",5,3,0,NA,3,NA,1,1,2,NA,2,NA,NA,NA,"Yes",NA,"No",NA,1,0,1,0,1
"27910",9,14,1,"5atts3cands",5,3,0,NA,1,NA,4,1,2,NA,3,NA,NA,NA,"No",NA,"Yes",NA,2,0,1,0,1
"42515",9,14,1,"5atts3cands",5,3,1,NA,3,NA,3,1,1,NA,4,NA,NA,NA,"Yes",NA,"Yes",NA,3,0,1,0,1
"13306",9,15,1,"5atts3cands",5,3,0,NA,2,NA,5,1,1,NA,1,NA,NA,NA,"No",NA,"No",NA,1,0,1,0,1
"27911",9,15,1,"5atts3cands",5,3,1,NA,2,NA,2,1,2,NA,2,NA,NA,NA,"No",NA,"No",NA,2,0,1,0,1
"42516",9,15,1,"5atts3cands",5,3,0,NA,2,NA,1,1,1,NA,4,NA,NA,NA,"No",NA,"Yes",NA,3,0,1,0,1
"13307",9,16,1,"5atts3cands",5,3,1,NA,1,NA,4,1,2,NA,3,NA,NA,NA,"No",NA,"Yes",NA,1,0,1,0,1
"27912",9,16,1,"5atts3cands",5,3,0,NA,1,NA,1,1,1,NA,1,NA,NA,NA,"No",NA,"No",NA,2,0,1,0,1
"42517",9,16,1,"5atts3cands",5,3,0,NA,2,NA,2,1,2,NA,2,NA,NA,NA,"No",NA,"No",NA,3,0,1,0,1
"13308",9,17,1,"5atts3cands",5,3,0,NA,2,NA,2,1,2,NA,2,NA,NA,NA,"No",NA,"No",NA,1,0,1,0,1
"27913",9,17,1,"5atts3cands",5,3,0,NA,3,NA,3,1,1,NA,4,NA,NA,NA,"Yes",NA,"Yes",NA,2,0,1,0,1
"42518",9,17,1,"5atts3cands",5,3,1,NA,2,NA,1,1,1,NA,4,NA,NA,NA,"No",NA,"Yes",NA,3,0,1,0,1
"13309",9,18,1,"5atts3cands",5,3,1,NA,3,NA,3,1,1,NA,4,NA,NA,NA,"Yes",NA,"Yes",NA,1,0,1,0,1
"27914",9,18,1,"5atts3cands",5,3,0,NA,1,NA,1,1,1,NA,1,NA,NA,NA,"No",NA,"No",NA,2,0,1,0,1
"42519",9,18,1,"5atts3cands",5,3,0,NA,2,NA,5,1,1,NA,1,NA,NA,NA,"No",NA,"No",NA,3,0,1,0,1
"13310",9,19,1,"5atts3cands",5,3,0,NA,2,NA,1,1,1,NA,4,NA,NA,NA,"No",NA,"Yes",NA,1,0,1,0,1
"27915",9,19,1,"5atts3cands",5,3,1,NA,3,NA,3,1,1,NA,4,NA,NA,NA,"Yes",NA,"Yes",NA,2,0,1,0,1
"42520",9,19,1,"5atts3cands",5,3,0,NA,1,NA,1,1,1,NA,1,NA,NA,NA,"No",NA,"No",NA,3,0,1,0,1
"13311",9,20,1,"5atts3cands",5,3,1,NA,3,NA,3,1,2,NA,3,NA,NA,NA,"Yes",NA,"Yes",NA,1,0,1,0,1
"27916",9,20,1,"5atts3cands",5,3,0,NA,2,NA,2,1,2,NA,2,NA,NA,NA,"No",NA,"No",NA,2,0,1,0,1
"42521",9,20,1,"5atts3cands",5,3,0,NA,2,NA,1,1,1,NA,4,NA,NA,NA,"No",NA,"Yes",NA,3,0,1,0,1
"13312",9,21,2,"5atts2cands",5,2,0,NA,3,NA,NA,1,1,4,NA,NA,NA,3,"Yes","Yes",NA,NA,1,1,0,0,1
"27917",9,21,2,"5atts2cands",5,2,1,NA,2,NA,NA,1,1,4,NA,NA,NA,2,"No","Yes",NA,NA,2,1,0,0,1
"42522",9,21,2,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"13313",9,22,2,"5atts2cands",5,2,1,NA,2,NA,NA,1,2,2,NA,NA,NA,2,"No","No",NA,NA,1,1,0,0,1
"27918",9,22,2,"5atts2cands",5,2,0,NA,1,NA,NA,1,1,1,NA,NA,NA,1,"No","No",NA,NA,2,1,0,0,1
"42523",9,22,2,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"13314",9,23,2,"5atts2cands",5,2,1,NA,1,NA,NA,2,1,4,NA,NA,NA,2,"No","Yes",NA,NA,1,1,0,0,1
"27919",9,23,2,"5atts2cands",5,2,0,NA,3,NA,NA,4,1,1,NA,NA,NA,4,"Yes","No",NA,NA,2,1,0,0,1
"42524",9,23,2,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"13315",9,24,2,"5atts2cands",5,2,0,NA,1,NA,NA,5,2,2,NA,NA,NA,5,"No","No",NA,NA,1,1,0,0,1
"27920",9,24,2,"5atts2cands",5,2,1,NA,2,NA,NA,1,2,2,NA,NA,NA,2,"No","No",NA,NA,2,1,0,0,1
"42525",9,24,2,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"13316",9,25,2,"5atts2cands",5,2,1,NA,3,NA,NA,1,2,2,NA,NA,NA,1,"Yes","No",NA,NA,1,1,0,0,1
"27921",9,25,2,"5atts2cands",5,2,0,NA,2,NA,NA,1,2,2,NA,NA,NA,2,"No","No",NA,NA,2,1,0,0,1
"42526",9,25,2,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"13317",9,26,2,"5atts2cands",5,2,1,NA,2,NA,NA,1,2,2,NA,NA,NA,2,"No","No",NA,NA,1,1,0,0,1
"27922",9,26,2,"5atts2cands",5,2,0,NA,2,NA,NA,1,2,2,NA,NA,NA,2,"No","No",NA,NA,2,1,0,0,1
"42527",9,26,2,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"13318",9,27,2,"5atts2cands",5,2,1,NA,1,NA,NA,2,1,4,NA,NA,NA,2,"No","Yes",NA,NA,1,1,0,0,1
"27923",9,27,2,"5atts2cands",5,2,0,NA,2,NA,NA,3,2,3,NA,NA,NA,3,"No","Yes",NA,NA,2,1,0,0,1
"42528",9,27,2,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"13319",9,28,2,"5atts2cands",5,2,1,NA,1,NA,NA,2,1,4,NA,NA,NA,2,"No","Yes",NA,NA,1,1,0,0,1
"27924",9,28,2,"5atts2cands",5,2,0,NA,1,NA,NA,1,2,3,NA,NA,NA,4,"No","Yes",NA,NA,2,1,0,0,1
"42529",9,28,2,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"13320",9,29,2,"5atts2cands",5,2,0,NA,3,NA,NA,1,1,4,NA,NA,NA,3,"Yes","Yes",NA,NA,1,1,0,0,1
"27925",9,29,2,"5atts2cands",5,2,1,NA,1,NA,NA,5,2,2,NA,NA,NA,5,"No","No",NA,NA,2,1,0,0,1
"42530",9,29,2,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"13321",9,30,2,"5atts2cands",5,2,1,NA,3,NA,NA,1,2,2,NA,NA,NA,1,"Yes","No",NA,NA,1,1,0,0,1
"27926",9,30,2,"5atts2cands",5,2,0,NA,2,NA,NA,1,2,2,NA,NA,NA,2,"No","No",NA,NA,2,1,0,0,1
"42531",9,30,2,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"13322",9,31,2,"5atts2cands",5,2,1,NA,3,NA,NA,1,2,3,NA,NA,NA,1,"Yes","Yes",NA,NA,1,1,0,0,1
"27927",9,31,2,"5atts2cands",5,2,0,NA,3,NA,NA,1,2,2,NA,NA,NA,1,"Yes","No",NA,NA,2,1,0,0,1
"42532",9,31,2,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"13323",9,32,2,"5atts2cands",5,2,0,NA,3,NA,NA,4,1,1,NA,NA,NA,4,"Yes","No",NA,NA,1,1,0,0,1
"27928",9,32,2,"5atts2cands",5,2,1,NA,1,NA,NA,1,2,3,NA,NA,NA,4,"No","Yes",NA,NA,2,1,0,0,1
"42533",9,32,2,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"13324",9,33,2,"5atts2cands",5,2,1,NA,2,NA,NA,1,2,2,NA,NA,NA,2,"No","No",NA,NA,1,1,0,0,1
"27929",9,33,2,"5atts2cands",5,2,0,NA,2,NA,NA,1,1,1,NA,NA,NA,5,"No","No",NA,NA,2,1,0,0,1
"42534",9,33,2,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"13325",9,34,2,"5atts2cands",5,2,1,NA,3,NA,NA,4,1,1,NA,NA,NA,4,"Yes","No",NA,NA,1,1,0,0,1
"27930",9,34,2,"5atts2cands",5,2,0,NA,2,NA,NA,1,1,1,NA,NA,NA,5,"No","No",NA,NA,2,1,0,0,1
"42535",9,34,2,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"13326",9,35,2,"5atts2cands",5,2,0,NA,1,NA,NA,1,2,3,NA,NA,NA,4,"No","Yes",NA,NA,1,1,0,0,1
"27931",9,35,2,"5atts2cands",5,2,1,NA,1,NA,NA,5,2,2,NA,NA,NA,5,"No","No",NA,NA,2,1,0,0,1
"42536",9,35,2,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"13327",9,36,2,"5atts2cands",5,2,0,NA,3,NA,NA,1,1,4,NA,NA,NA,3,"Yes","Yes",NA,NA,1,1,0,0,1
"27932",9,36,2,"5atts2cands",5,2,1,NA,3,NA,NA,1,2,3,NA,NA,NA,1,"Yes","Yes",NA,NA,2,1,0,0,1
"42537",9,36,2,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"13328",9,37,2,"5atts2cands",5,2,0,NA,3,NA,NA,1,2,3,NA,NA,NA,1,"Yes","Yes",NA,NA,1,1,0,0,1
"27933",9,37,2,"5atts2cands",5,2,1,NA,1,NA,NA,5,2,2,NA,NA,NA,5,"No","No",NA,NA,2,1,0,0,1
"42538",9,37,2,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"13329",9,38,2,"5atts2cands",5,2,1,NA,2,NA,NA,3,2,3,NA,NA,NA,3,"No","Yes",NA,NA,1,1,0,0,1
"27934",9,38,2,"5atts2cands",5,2,0,NA,3,NA,NA,1,2,2,NA,NA,NA,1,"Yes","No",NA,NA,2,1,0,0,1
"42539",9,38,2,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"13330",9,39,2,"5atts2cands",5,2,1,NA,3,NA,NA,1,1,4,NA,NA,NA,3,"Yes","Yes",NA,NA,1,1,0,0,1
"27935",9,39,2,"5atts2cands",5,2,0,NA,1,NA,NA,1,1,1,NA,NA,NA,1,"No","No",NA,NA,2,1,0,0,1
"42540",9,39,2,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"13331",9,40,2,"5atts2cands",5,2,1,NA,3,NA,NA,1,1,4,NA,NA,NA,3,"Yes","Yes",NA,NA,1,1,0,0,1
"27936",9,40,2,"5atts2cands",5,2,0,NA,3,NA,NA,1,2,3,NA,NA,NA,1,"Yes","Yes",NA,NA,2,1,0,0,1
"42541",9,40,2,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"13332",9,41,3,"11atts3cands",11,3,1,4,1,1,4,1,2,3,3,3,4,4,"No","Yes","Yes","Yes",1,1,1,1,3
"27937",9,41,3,"11atts3cands",11,3,0,3,3,5,3,1,2,3,3,3,4,1,"Yes","Yes","Yes","Yes",2,1,1,1,3
"42542",9,41,3,"11atts3cands",11,3,0,5,1,3,5,5,2,2,2,2,0,5,"No","No","No","No",3,1,1,1,3
"13333",9,42,3,"11atts3cands",11,3,1,2,1,2,2,2,1,4,4,4,2,2,"No","Yes","Yes","Yes",1,1,1,1,3
"27938",9,42,3,"11atts3cands",11,3,0,2,1,2,2,2,1,4,4,4,2,2,"No","Yes","Yes","Yes",2,1,1,1,3
"42543",9,42,3,"11atts3cands",11,3,0,5,2,1,5,1,1,1,1,1,0,5,"No","No","No","No",3,1,1,1,3
"13334",9,43,3,"11atts3cands",11,3,1,3,3,1,3,1,1,4,4,4,3,3,"Yes","Yes","Yes","Yes",1,1,1,1,3
"27939",9,43,3,"11atts3cands",11,3,0,3,3,1,3,1,1,4,4,4,3,3,"Yes","Yes","Yes","Yes",2,1,1,1,3
"42544",9,43,3,"11atts3cands",11,3,0,4,1,1,4,1,2,3,3,3,4,4,"No","Yes","Yes","Yes",3,1,1,1,3
"13335",9,44,3,"11atts3cands",11,3,1,2,2,4,1,1,1,4,4,4,3,2,"No","Yes","Yes","Yes",1,1,1,1,3
"27940",9,44,3,"11atts3cands",11,3,0,2,2,4,1,1,1,4,4,4,3,2,"No","Yes","Yes","Yes",2,1,1,1,3
"42545",9,44,3,"11atts3cands",11,3,0,3,3,1,3,1,1,4,4,4,3,3,"Yes","Yes","Yes","Yes",3,1,1,1,3
"13336",9,45,3,"11atts3cands",11,3,0,4,1,1,4,1,2,3,3,3,4,4,"No","Yes","Yes","Yes",1,1,1,1,3
"27941",9,45,3,"11atts3cands",11,3,1,3,3,5,3,1,2,3,3,3,4,1,"Yes","Yes","Yes","Yes",2,1,1,1,3
"42546",9,45,3,"11atts3cands",11,3,0,3,3,5,3,1,2,3,3,3,4,1,"Yes","Yes","Yes","Yes",3,1,1,1,3
"13337",9,46,3,"11atts3cands",11,3,0,5,1,3,5,5,2,2,2,2,0,5,"No","No","No","No",1,1,1,1,3
"27942",9,46,3,"11atts3cands",11,3,0,5,2,1,5,1,1,1,1,1,0,5,"No","No","No","No",2,1,1,1,3
"42547",9,46,3,"11atts3cands",11,3,1,4,1,1,4,1,2,3,3,3,4,4,"No","Yes","Yes","Yes",3,1,1,1,3
"13338",9,47,3,"11atts3cands",11,3,0,5,1,3,5,5,2,2,2,2,0,5,"No","No","No","No",1,1,1,1,3
"27943",9,47,3,"11atts3cands",11,3,0,3,3,1,3,1,1,4,4,4,3,3,"Yes","Yes","Yes","Yes",2,1,1,1,3
"42548",9,47,3,"11atts3cands",11,3,1,2,1,2,2,2,1,4,4,4,2,2,"No","Yes","Yes","Yes",3,1,1,1,3
"13339",9,48,3,"11atts3cands",11,3,0,5,2,1,5,1,1,1,1,1,0,5,"No","No","No","No",1,1,1,1,3
"27944",9,48,3,"11atts3cands",11,3,0,4,3,3,4,4,1,1,1,1,4,4,"Yes","No","No","No",2,1,1,1,3
"42549",9,48,3,"11atts3cands",11,3,1,2,1,2,2,2,1,4,4,4,2,2,"No","Yes","Yes","Yes",3,1,1,1,3
"13340",9,49,3,"11atts3cands",11,3,0,5,1,3,5,5,2,2,2,2,0,5,"No","No","No","No",1,1,1,1,3
"27945",9,49,3,"11atts3cands",11,3,1,3,2,2,3,3,2,3,3,3,3,3,"No","Yes","Yes","Yes",2,1,1,1,3
"42550",9,49,3,"11atts3cands",11,3,0,4,3,3,4,4,1,1,1,1,4,4,"Yes","No","No","No",3,1,1,1,3
"13341",9,50,3,"11atts3cands",11,3,0,5,1,3,5,5,2,2,2,2,0,5,"No","No","No","No",1,1,1,1,3
"27946",9,50,3,"11atts3cands",11,3,1,5,2,1,5,1,1,1,1,1,0,5,"No","No","No","No",2,1,1,1,3
"42551",9,50,3,"11atts3cands",11,3,0,2,2,4,1,1,1,4,4,4,3,2,"No","Yes","Yes","Yes",3,1,1,1,3
"13342",9,51,3,"11atts3cands",11,3,0,2,1,2,2,2,1,4,4,4,2,2,"No","Yes","Yes","Yes",1,1,1,1,3
"27947",9,51,3,"11atts3cands",11,3,1,2,1,2,2,2,1,4,4,4,2,2,"No","Yes","Yes","Yes",2,1,1,1,3
"42552",9,51,3,"11atts3cands",11,3,0,5,1,3,5,5,2,2,2,2,0,5,"No","No","No","No",3,1,1,1,3
"13343",9,52,3,"11atts3cands",11,3,0,2,2,1,2,1,2,2,2,2,2,2,"No","No","No","No",1,1,1,1,3
"27948",9,52,3,"11atts3cands",11,3,1,3,2,2,3,3,2,3,3,3,3,3,"No","Yes","Yes","Yes",2,1,1,1,3
"42553",9,52,3,"11atts3cands",11,3,0,2,2,4,1,1,1,4,4,4,3,2,"No","Yes","Yes","Yes",3,1,1,1,3
"13344",9,53,3,"11atts3cands",11,3,0,4,3,3,4,4,1,1,1,1,4,4,"Yes","No","No","No",1,1,1,1,3
"27949",9,53,3,"11atts3cands",11,3,0,3,2,2,3,3,2,3,3,3,3,3,"No","Yes","Yes","Yes",2,1,1,1,3
"42554",9,53,3,"11atts3cands",11,3,1,2,2,4,1,1,1,4,4,4,3,2,"No","Yes","Yes","Yes",3,1,1,1,3
"13345",9,54,3,"11atts3cands",11,3,0,2,2,4,1,1,1,4,4,4,3,2,"No","Yes","Yes","Yes",1,1,1,1,3
"27950",9,54,3,"11atts3cands",11,3,0,2,2,4,1,1,1,4,4,4,3,2,"No","Yes","Yes","Yes",2,1,1,1,3
"42555",9,54,3,"11atts3cands",11,3,1,2,1,2,2,2,1,4,4,4,2,2,"No","Yes","Yes","Yes",3,1,1,1,3
"13346",9,55,3,"11atts3cands",11,3,1,2,1,2,2,2,1,4,4,4,2,2,"No","Yes","Yes","Yes",1,1,1,1,3
"27951",9,55,3,"11atts3cands",11,3,0,2,2,4,1,1,1,4,4,4,3,2,"No","Yes","Yes","Yes",2,1,1,1,3
"42556",9,55,3,"11atts3cands",11,3,0,1,1,1,1,1,1,1,1,1,1,1,"No","No","No","No",3,1,1,1,3
"13347",9,56,3,"11atts3cands",11,3,0,4,1,1,4,1,2,3,3,3,4,4,"No","Yes","Yes","Yes",1,1,1,1,3
"27952",9,56,3,"11atts3cands",11,3,1,2,2,4,1,1,1,4,4,4,3,2,"No","Yes","Yes","Yes",2,1,1,1,3
"42557",9,56,3,"11atts3cands",11,3,0,4,1,1,4,1,2,3,3,3,4,4,"No","Yes","Yes","Yes",3,1,1,1,3
"13348",9,57,3,"11atts3cands",11,3,1,5,1,3,5,5,2,2,2,2,0,5,"No","No","No","No",1,1,1,1,3
"27953",9,57,3,"11atts3cands",11,3,0,5,1,3,5,5,2,2,2,2,0,5,"No","No","No","No",2,1,1,1,3
"42558",9,57,3,"11atts3cands",11,3,0,1,3,1,1,1,2,2,2,2,1,1,"Yes","No","No","No",3,1,1,1,3
"13349",9,58,3,"11atts3cands",11,3,0,2,1,2,2,2,1,4,4,4,2,2,"No","Yes","Yes","Yes",1,1,1,1,3
"27954",9,58,3,"11atts3cands",11,3,1,1,1,1,1,1,1,1,1,1,1,1,"No","No","No","No",2,1,1,1,3
"42559",9,58,3,"11atts3cands",11,3,0,1,1,1,1,1,1,1,1,1,1,1,"No","No","No","No",3,1,1,1,3
"13350",9,59,3,"11atts3cands",11,3,0,2,2,4,1,1,1,4,4,4,3,2,"No","Yes","Yes","Yes",1,1,1,1,3
"27955",9,59,3,"11atts3cands",11,3,1,5,1,3,5,5,2,2,2,2,0,5,"No","No","No","No",2,1,1,1,3
"42560",9,59,3,"11atts3cands",11,3,0,1,3,1,1,1,2,2,2,2,1,1,"Yes","No","No","No",3,1,1,1,3
"13351",9,60,3,"11atts3cands",11,3,1,1,3,1,1,1,2,2,2,2,1,1,"Yes","No","No","No",1,1,1,1,3
"27956",9,60,3,"11atts3cands",11,3,0,2,2,1,2,1,2,2,2,2,2,2,"No","No","No","No",2,1,1,1,3
"42561",9,60,3,"11atts3cands",11,3,0,4,3,3,4,4,1,1,1,1,4,4,"Yes","No","No","No",3,1,1,1,3
"13352",9,61,4,"11atts2cands",11,2,0,5,1,3,5,5,2,2,2,2,0,5,"No","No","No","No",1,1,1,1,3
"27957",9,61,4,"11atts2cands",11,2,1,5,1,3,5,5,2,2,2,2,0,5,"No","No","No","No",2,1,1,1,3
"42562",9,61,4,"11atts2cands",11,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"13353",9,62,4,"11atts2cands",11,2,1,3,3,1,3,1,1,4,4,4,3,3,"Yes","Yes","Yes","Yes",1,1,1,1,3
"27958",9,62,4,"11atts2cands",11,2,0,4,1,1,4,1,2,3,3,3,4,4,"No","Yes","Yes","Yes",2,1,1,1,3
"42563",9,62,4,"11atts2cands",11,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"13354",9,63,4,"11atts2cands",11,2,1,3,3,5,3,1,2,3,3,3,4,1,"Yes","Yes","Yes","Yes",1,1,1,1,3
"27959",9,63,4,"11atts2cands",11,2,0,3,3,1,3,1,1,4,4,4,3,3,"Yes","Yes","Yes","Yes",2,1,1,1,3
"42564",9,63,4,"11atts2cands",11,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
