"","Constituency","register","ps","n_nomiss","n_young_withmiss"
"1","Aberdeen South",1,"AB10 1",7,NA
"2","Aberdeen South",1,"AB10 1",1,NA
"3","Aberdeen South",1,"AB10 1",6,NA
"4","Aberdeen South",1,"AB10 1",4,NA
"5","Aberdeen South",1,"AB10 1",8,NA
"6","Aberdeen South",1,"AB10 1",13,3
"7","Aberdeen South",1,"AB10 1",1,NA
"8","Aberdeen South",1,"AB10 1",9,NA
"9","Aberdeen South",1,"AB10 1",6,NA
"10","Aberdeen South",1,"AB10 1",16,NA
"11","Aberdeen South",1,"AB10 1",49,8
"12","Aberdeen South",1,"AB10 1",14,NA
"13","Aberdeen South",1,"AB10 1",10,NA
"14","Aberdeen South",1,"AB10 1",25,NA
"15","Aberdeen South",1,"AB10 1",10,NA
"16","Aberdeen South",1,"AB10 1",5,NA
"17","Aberdeen South",1,"AB10 1",2,NA
"18","Aberdeen South",1,"AB10 1",2,NA
"19","Aberdeen South",1,"AB10 1",9,NA
"20","Aberdeen South",1,"AB10 1",12,NA
"21","Aberdeen South",1,"AB10 1",5,NA
"22","Aberdeen South",1,"AB10 1",1,NA
"23","Aberdeen South",1,"AB10 1",5,NA
"24","Aberdeen South",1,"AB10 1",13,NA
"25","Aberdeen South",1,"AB10 1",7,NA
"26","Aberdeen South",1,"AB10 1",23,NA
"27","Aberdeen South",1,"AB10 1",5,NA
"28","Aberdeen South",1,"AB10 1",12,2
"29","Aberdeen South",1,"AB10 1",13,NA
"30","Aberdeen South",1,"AB10 1",25,NA
"31","Aberdeen South",1,"AB10 1",25,NA
"32","Aberdeen South",1,"AB10 1",20,NA
"33","Aberdeen South",1,"AB10 1",5,NA
"34","Aberdeen South",1,"AB10 1",60,NA
"35","Aberdeen South",1,"AB10 1",7,NA
"36","Aberdeen South",1,"AB10 1",2,NA
"37","Aberdeen South",1,"AB10 1",3,NA
"38","Aberdeen South",1,"AB10 1",29,1
"39","Aberdeen South",1,"AB10 1",5,NA
"40","Aberdeen South",1,"AB10 1",3,NA
"41","Aberdeen South",1,"AB10 1",1,NA
"42","Aberdeen South",1,"AB10 1",23,NA
"43","Aberdeen South",1,"AB10 1",52,NA
"44","Aberdeen South",1,"AB10 1",4,NA
"45","Aberdeen South",1,"AB10 1",24,1
"46","Aberdeen South",1,"AB10 1",41,2
"47","Aberdeen South",1,"AB10 1",43,2
"48","Aberdeen South",1,"AB10 1",2,NA
"49","Aberdeen South",1,"AB10 1",7,NA
"50","Aberdeen South",1,"AB10 1",18,NA
"51","Aberdeen South",1,"AB10 1",20,NA
"52","Aberdeen South",1,"AB10 1",5,NA
"53","Aberdeen South",1,"AB10 1",5,NA
"54","Aberdeen South",1,"AB10 1",8,NA
"55","Aberdeen South",1,"AB10 1",2,NA
"56","Aberdeen South",1,"AB10 1",6,NA
"57","Aberdeen South",1,"AB10 1",11,NA
"58","Aberdeen South",1,"AB10 1",3,NA
"59","Aberdeen South",1,"AB10 1",2,NA
"60","Aberdeen South",1,"AB10 1",18,NA
"61","Aberdeen South",1,"AB10 1",19,2
"62","Aberdeen South",1,"AB10 1",6,NA
"63","Aberdeen South",1,"AB10 1",22,NA
"64","Aberdeen South",1,"AB10 1",11,NA
"65","Aberdeen South",1,"AB10 1",9,NA
"66","Aberdeen South",1,"AB10 1",56,1
"67","Aberdeen South",1,"AB10 1",35,NA
"68","Aberdeen South",1,"AB10 1",33,NA
"69","Aberdeen South",1,"AB10 1",2,NA
"70","Aberdeen South",1,"AB10 1",16,NA
"71","Aberdeen South",1,"AB10 1",3,NA
"72","Aberdeen South",1,"AB10 1",5,1
"73","Aberdeen South",1,"AB10 1",10,NA
"74","Aberdeen South",1,"AB10 1",8,2
"75","Aberdeen South",1,"AB10 1",20,1
"76","Aberdeen South",1,"AB10 1",6,NA
"77","Aberdeen South",1,"AB10 1",22,NA
"78","Aberdeen South",1,"AB10 1",15,NA
"79","Aberdeen South",1,"AB10 1",9,NA
"80","Aberdeen South",1,"AB10 1",7,1
"81","Aberdeen South",1,"AB10 1",25,3
"82","Aberdeen South",1,"AB10 1",15,NA
"83","Aberdeen South",1,"AB10 1",20,6
"84","Aberdeen South",1,"AB10 1",1,NA
"85","Aberdeen South",1,"AB10 1",4,NA
"86","Aberdeen South",1,"AB10 1",63,3
"87","Aberdeen South",1,"AB10 1",1,NA
"88","Aberdeen South",1,"AB10 1",4,NA
"89","Aberdeen South",1,"AB10 1",5,NA
"90","Aberdeen South",1,"AB10 6",35,1
"91","Aberdeen South",1,"AB10 6",16,NA
"92","Aberdeen South",1,"AB10 6",31,NA
"93","Aberdeen South",1,"AB10 6",12,NA
"94","Aberdeen South",1,"AB10 6",83,NA
"95","Aberdeen South",1,"AB10 6",14,NA
"96","Aberdeen South",1,"AB10 6",53,4
"97","Aberdeen South",1,"AB10 6",59,3
"98","Aberdeen South",1,"AB10 6",29,2
"99","Aberdeen South",1,"AB10 6",93,3
"100","Aberdeen South",1,"AB10 6",9,1
"101","Aberdeen South",1,"AB10 6",13,1
"102","Aberdeen South",1,"AB10 6",31,1
"103","Aberdeen South",1,"AB10 6",29,7
"104","Aberdeen South",1,"AB10 6",14,1
"105","Aberdeen South",1,"AB10 6",25,2
"106","Aberdeen South",1,"AB10 6",98,14
"107","Aberdeen South",1,"AB10 6",11,4
"108","Aberdeen South",1,"AB10 6",40,3
"109","Aberdeen South",1,"AB10 6",89,7
"110","Aberdeen South",1,"AB10 6",26,2
"111","Aberdeen South",1,"AB10 6",56,10
"112","Aberdeen South",1,"AB10 6",8,1
"113","Aberdeen South",1,"AB10 6",2,NA
"114","Aberdeen South",1,"AB10 6",3,NA
"115","Aberdeen South",1,"AB10 6",21,NA
"116","Aberdeen South",1,"AB10 6",17,NA
"117","Aberdeen South",1,"AB10 6",35,1
"118","Aberdeen South",1,"AB10 6",3,NA
"119","Aberdeen South",1,"AB10 6",29,3
"120","Aberdeen South",1,"AB10 6",24,5
"121","Aberdeen South",1,"AB10 6",15,NA
"122","Aberdeen South",1,"AB10 6",17,NA
"123","Aberdeen South",1,"AB10 6",20,NA
"124","Aberdeen South",1,"AB10 6",19,NA
"125","Aberdeen South",1,"AB10 6",33,3
"126","Aberdeen South",1,"AB10 6",36,NA
"127","Aberdeen South",1,"AB10 6",2,NA
"128","Aberdeen South",1,"AB10 6",12,1
"129","Aberdeen South",1,"AB10 6",25,NA
"130","Aberdeen South",1,"AB10 6",9,NA
"131","Aberdeen South",1,"AB10 6",51,NA
"132","Aberdeen South",1,"AB10 6",51,NA
"133","Aberdeen South",1,"AB10 6",39,NA
"134","Aberdeen South",1,"AB10 6",64,3
"135","Aberdeen South",1,"AB10 6",48,4
"136","Aberdeen South",1,"AB10 6",13,NA
"137","Aberdeen South",1,"AB10 6",1,NA
"138","Aberdeen South",1,"AB10 6",3,NA
"139","Aberdeen South",1,"AB10 6",17,1
"140","Aberdeen South",1,"AB10 6",43,5
"141","Aberdeen South",1,"AB10 6",36,NA
"142","Aberdeen South",1,"AB10 6",29,4
"143","Aberdeen South",1,"AB10 6",13,NA
"144","Aberdeen South",1,"AB10 6",7,NA
"145","Aberdeen South",1,"AB10 6",24,NA
"146","Aberdeen South",1,"AB10 6",29,NA
"147","Aberdeen South",1,"AB10 6",59,NA
"148","Aberdeen South",1,"AB10 6",26,NA
"149","Aberdeen South",1,"AB10 6",37,2
"150","Aberdeen South",1,"AB10 6",26,1
"151","Aberdeen South",1,"AB10 6",32,2
"152","Aberdeen South",1,"AB10 6",45,4
"153","Aberdeen South",1,"AB10 6",17,NA
"154","Aberdeen South",1,"AB10 6",26,NA
"155","Aberdeen South",1,"AB10 6",30,1
"156","Aberdeen South",1,"AB10 6",10,NA
"157","Aberdeen South",1,"AB10 6",82,3
"158","Aberdeen South",1,"AB10 6",19,NA
"159","Aberdeen South",1,"AB10 6",22,2
"160","Aberdeen South",1,"AB10 6",12,NA
"161","Aberdeen South",1,"AB10 6",2,NA
"162","Aberdeen South",1,"AB10 6",24,1
"163","Aberdeen South",1,"AB10 6",17,NA
"164","Aberdeen South",1,"AB10 6",16,NA
"165","Aberdeen South",1,"AB10 6",20,NA
"166","Aberdeen South",1,"AB10 6",27,NA
"167","Aberdeen South",1,"AB10 6",40,NA
"168","Aberdeen South",1,"AB10 6",34,3
"169","Aberdeen South",1,"AB10 6",31,1
"170","Aberdeen South",1,"AB10 6",35,NA
"171","Aberdeen South",1,"AB10 6",34,1
"172","Aberdeen South",1,"AB10 6",4,NA
"173","Aberdeen South",1,"AB10 6",41,3
"174","Aberdeen South",1,"AB10 6",22,4
"175","Aberdeen South",1,"AB10 6",37,NA
"176","Aberdeen South",1,"AB10 6",27,4
"177","Aberdeen South",1,"AB10 6",81,14
"178","Aberdeen South",1,"AB10 6",77,8
"179","Aberdeen South",1,"AB10 6",4,NA
"180","Aberdeen South",1,"AB10 6",9,1
"181","Aberdeen South",1,"AB10 6",42,2
"182","Aberdeen South",1,"AB10 6",98,9
"183","Aberdeen South",1,"AB10 6",40,2
"184","Aberdeen South",1,"AB10 6",19,4
"185","Aberdeen South",1,"AB10 6",53,5
"186","Aberdeen South",1,"AB10 6",67,2
"187","Aberdeen South",1,"AB10 6",49,8
"188","Aberdeen South",1,"AB10 6",31,1
"189","Aberdeen South",1,"AB10 6",56,1
"190","Aberdeen South",1,"AB10 6",14,2
"191","Aberdeen South",1,"AB10 6",13,2
"192","Aberdeen South",1,"AB10 6",2,NA
"193","Aberdeen South",1,"AB10 6",42,3
"194","Aberdeen South",1,"AB10 6",47,1
"195","Aberdeen South",1,"AB10 6",11,NA
"196","Aberdeen South",1,"AB10 6",19,2
"197","Aberdeen South",1,"AB10 6",50,3
"198","Aberdeen South",1,"AB10 6",64,8
"199","Aberdeen South",1,"AB10 6",27,2
"200","Aberdeen South",1,"AB10 6",29,3
"201","Aberdeen South",1,"AB10 6",23,1
"202","Aberdeen South",1,"AB10 6",31,4
"203","Aberdeen South",1,"AB10 6",13,NA
"204","Aberdeen South",1,"AB10 6",50,3
"205","Aberdeen South",1,"AB10 6",22,6
"206","Aberdeen South",1,"AB10 6",24,4
"207","Aberdeen South",1,"AB10 6",14,3
"208","Aberdeen South",1,"AB10 6",5,1
"209","Aberdeen South",1,"AB10 6",40,4
"210","Aberdeen South",1,"AB10 6",36,7
"211","Aberdeen South",1,"AB10 6",17,NA
"212","Aberdeen South",1,"AB10 6",12,1
"213","Aberdeen South",1,"AB10 6",19,NA
"214","Aberdeen South",1,"AB10 6",23,NA
"215","Aberdeen South",1,"AB10 6",55,NA
"216","Aberdeen South",1,"AB10 6",8,NA
"217","Aberdeen South",1,"AB10 6",19,5
"218","Aberdeen South",1,"AB10 6",36,8
"219","Aberdeen South",1,"AB10 6",24,1
"220","Aberdeen South",1,"AB10 6",41,NA
"221","Aberdeen South",1,"AB10 6",76,3
"222","Aberdeen South",1,"AB10 6",32,1
"223","Aberdeen South",1,"AB10 6",20,1
"224","Aberdeen South",1,"AB10 6",41,4
"225","Aberdeen South",1,"AB10 6",14,1
"226","Aberdeen South",1,"AB10 6",25,NA
"227","Aberdeen South",1,"AB10 6",21,NA
"228","Aberdeen South",1,"AB10 6",40,NA
"229","Aberdeen South",1,"AB10 6",21,NA
"230","Aberdeen South",1,"AB10 6",1,NA
"231","Aberdeen South",1,"AB10 6",37,NA
"232","Aberdeen South",1,"AB10 6",37,1
"233","Aberdeen South",1,"AB10 6",42,1
"234","Aberdeen South",1,"AB10 6",66,NA
"235","Aberdeen South",1,"AB10 6",15,NA
"236","Aberdeen South",1,"AB10 6",30,3
"237","Aberdeen South",1,"AB10 6",30,1
"238","Aberdeen South",1,"AB10 6",38,NA
"239","Aberdeen South",1,"AB10 6",48,2
"240","Aberdeen South",1,"AB10 6",38,NA
"241","Aberdeen South",1,"AB10 6",8,NA
"242","Aberdeen South",1,"AB10 6",30,2
"243","Aberdeen South",1,"AB10 6",28,NA
"244","Aberdeen South",1,"AB10 6",20,2
"245","Aberdeen South",1,"AB10 6",21,1
"246","Aberdeen South",1,"AB10 6",20,NA
"247","Aberdeen South",1,"AB10 6",12,NA
"248","Aberdeen South",1,"AB10 6",23,1
"249","Aberdeen South",1,"AB10 6",12,NA
"250","Aberdeen South",1,"AB10 6",6,3
"251","Aberdeen South",1,"AB10 6",70,1
"252","Aberdeen South",1,"AB10 6",25,1
"253","Aberdeen South",1,"AB10 6",25,NA
"254","Aberdeen South",1,"AB10 6",53,NA
"255","Aberdeen South",1,"AB10 6",76,7
"256","Aberdeen South",1,"AB10 6",55,NA
"257","Aberdeen South",1,"AB10 6",31,NA
"258","Aberdeen South",1,"AB10 6",50,6
"259","Aberdeen South",1,"AB10 6",19,2
"260","Aberdeen South",1,"AB10 6",19,NA
"261","Aberdeen South",1,"AB10 6",29,3
"262","Aberdeen South",1,"AB10 6",41,5
"263","Aberdeen South",1,"AB10 6",6,1
"264","Aberdeen South",1,"AB10 6",51,11
"265","Aberdeen South",1,"AB10 6",92,14
"266","Aberdeen South",1,"AB10 6",27,3
"267","Aberdeen South",1,"AB10 6",3,NA
"268","Aberdeen South",1,"AB10 6",35,1
"269","Aberdeen South",1,"AB10 6",12,1
"270","Aberdeen South",1,"AB10 6",40,NA
"271","Aberdeen South",1,"AB10 6",32,NA
"272","Aberdeen South",1,"AB10 6",38,1
"273","Aberdeen South",1,"AB10 6",18,2
"274","Aberdeen South",1,"AB10 6",31,3
"275","Aberdeen South",1,"AB10 6",8,NA
"276","Aberdeen South",1,"AB10 6",23,NA
"277","Aberdeen South",1,"AB10 6",38,NA
"278","Aberdeen South",1,"AB10 6",37,1
"279","Aberdeen South",1,"AB10 6",47,NA
"280","Aberdeen South",1,"AB10 6",22,NA
"281","Aberdeen South",1,"AB10 6",26,NA
"282","Aberdeen South",1,"AB10 6",30,2
"283","Aberdeen South",1,"AB10 6",45,4
"284","Aberdeen South",1,"AB10 6",23,NA
"285","Aberdeen South",1,"AB10 6",13,NA
"286","Aberdeen South",1,"AB10 6",3,1
"287","Aberdeen South",1,"AB10 6",30,NA
"288","Aberdeen South",1,"AB10 6",13,NA
"289","Aberdeen South",1,"AB10 6",21,NA
"290","Aberdeen South",1,"AB10 6",24,NA
"291","Aberdeen South",1,"AB10 6",27,1
"292","Aberdeen South",1,"AB10 6",39,NA
"293","Aberdeen South",1,"AB10 6",14,NA
"294","Aberdeen South",1,"AB10 6",4,NA
"295","Aberdeen South",1,"AB10 6",83,11
"296","Aberdeen South",1,"AB10 6",31,NA
"297","Aberdeen South",1,"AB10 6",33,NA
"298","Aberdeen South",1,"AB10 6",33,1
"299","Aberdeen South",1,"AB10 6",25,NA
"300","Aberdeen South",1,"AB10 6",56,5
"301","Aberdeen South",1,"AB10 6",50,8
"302","Aberdeen South",1,"AB10 6",35,5
"303","Aberdeen South",1,"AB10 6",40,10
"304","Aberdeen South",1,"AB10 6",61,7
"305","Aberdeen South",1,"AB10 6",22,NA
"306","Aberdeen South",1,"AB10 6",86,14
"307","Aberdeen South",1,"AB10 6",29,5
"308","Aberdeen South",1,"AB10 6",27,2
"309","Aberdeen South",1,"AB10 6",6,1
"310","Aberdeen South",1,"AB10 6",9,NA
"311","Aberdeen South",1,"AB10 6",10,1
"312","Aberdeen South",1,"AB10 6",24,1
"313","Aberdeen South",1,"AB10 6",33,5
"314","Aberdeen South",1,"AB10 6",39,2
"315","Aberdeen South",1,"AB10 6",34,NA
"316","Aberdeen South",1,"AB10 6",44,8
"317","Aberdeen South",1,"AB10 6",34,4
"318","Aberdeen South",1,"AB10 6",33,1
"319","Aberdeen South",1,"AB10 6",29,1
"320","Aberdeen South",1,"AB10 6",2,NA
"321","Aberdeen South",1,"AB10 6",22,NA
"322","Aberdeen South",1,"AB10 6",27,1
"323","Aberdeen South",0,"AB10 7",17,NA
"324","Aberdeen South",0,"AB10 7",11,1
"325","Aberdeen South",0,"AB10 7",11,NA
"326","Aberdeen South",0,"AB10 7",5,NA
"327","Aberdeen South",0,"AB10 7",9,NA
"328","Aberdeen South",0,"AB10 7",28,1
"329","Aberdeen South",0,"AB10 7",23,NA
"330","Aberdeen South",0,"AB10 7",66,5
"331","Aberdeen South",0,"AB10 7",49,NA
"332","Aberdeen South",0,"AB10 7",84,10
"333","Aberdeen South",0,"AB10 7",40,3
"334","Aberdeen South",0,"AB10 7",56,5
"335","Aberdeen South",0,"AB10 7",6,NA
"336","Aberdeen South",0,"AB10 7",1,NA
"337","Aberdeen South",0,"AB10 7",7,NA
"338","Aberdeen South",0,"AB10 7",6,1
"339","Aberdeen South",0,"AB10 7",4,NA
"340","Aberdeen South",0,"AB10 7",6,NA
"341","Aberdeen South",0,"AB10 7",12,NA
"342","Aberdeen South",0,"AB10 7",3,NA
"343","Aberdeen South",0,"AB10 7",66,12
"344","Aberdeen South",0,"AB10 7",52,7
"345","Aberdeen South",0,"AB10 7",3,1
"346","Aberdeen South",0,"AB10 7",3,1
"347","Aberdeen South",0,"AB10 7",11,NA
"348","Aberdeen South",0,"AB10 7",72,11
"349","Aberdeen South",0,"AB10 7",43,6
"350","Aberdeen South",0,"AB10 7",20,NA
"351","Aberdeen South",0,"AB10 7",13,1
"352","Aberdeen South",0,"AB10 7",63,1
"353","Aberdeen South",0,"AB10 7",40,1
"354","Aberdeen South",0,"AB10 7",3,NA
"355","Aberdeen South",0,"AB10 7",29,3
"356","Aberdeen South",0,"AB10 7",25,3
"357","Aberdeen South",0,"AB10 7",13,1
"358","Aberdeen South",0,"AB10 7",24,6
"359","Aberdeen South",0,"AB10 7",44,5
"360","Aberdeen South",0,"AB10 7",7,NA
"361","Aberdeen South",0,"AB10 7",29,NA
"362","Aberdeen South",0,"AB10 7",51,7
"363","Aberdeen South",0,"AB10 7",5,NA
"364","Aberdeen South",0,"AB10 7",20,2
"365","Aberdeen South",0,"AB10 7",49,7
"366","Aberdeen South",0,"AB10 7",10,1
"367","Aberdeen South",0,"AB10 7",32,NA
"368","Aberdeen South",0,"AB10 7",6,NA
"369","Aberdeen South",0,"AB10 7",20,NA
"370","Aberdeen South",0,"AB10 7",44,4
"371","Aberdeen South",0,"AB10 7",26,3
"372","Aberdeen South",0,"AB10 7",39,7
"373","Aberdeen South",0,"AB10 7",42,3
"374","Aberdeen South",0,"AB10 7",25,1
"375","Aberdeen South",0,"AB10 7",82,7
"376","Aberdeen South",0,"AB10 7",20,1
"377","Aberdeen South",0,"AB10 7",17,1
"378","Aberdeen South",0,"AB10 7",10,NA
"379","Aberdeen South",0,"AB10 7",35,7
"380","Aberdeen South",0,"AB10 7",22,NA
"381","Aberdeen South",0,"AB10 7",40,NA
"382","Aberdeen South",0,"AB10 7",31,5
"383","Aberdeen South",0,"AB10 7",29,3
"384","Aberdeen South",0,"AB10 7",13,1
"385","Aberdeen South",0,"AB10 7",41,4
"386","Aberdeen South",0,"AB10 7",25,3
"387","Aberdeen South",0,"AB10 7",18,4
"388","Aberdeen South",0,"AB10 7",8,1
"389","Aberdeen South",0,"AB10 7",10,NA
"390","Aberdeen South",0,"AB10 7",69,7
"391","Aberdeen South",0,"AB10 7",9,NA
"392","Aberdeen South",0,"AB10 7",23,NA
"393","Aberdeen South",0,"AB10 7",20,1
"394","Aberdeen South",0,"AB10 7",25,3
"395","Aberdeen South",0,"AB10 7",28,4
"396","Aberdeen South",0,"AB10 7",17,2
"397","Aberdeen South",0,"AB10 7",10,NA
"398","Aberdeen South",0,"AB10 7",18,NA
"399","Aberdeen South",0,"AB10 7",54,5
"400","Aberdeen South",0,"AB10 7",11,1
"401","Aberdeen South",0,"AB10 7",30,NA
"402","Aberdeen South",0,"AB10 7",6,NA
"403","Aberdeen South",0,"AB10 7",54,6
"404","Aberdeen South",0,"AB10 7",52,6
"405","Aberdeen South",0,"AB10 7",27,3
"406","Aberdeen South",0,"AB10 7",41,2
"407","Aberdeen South",0,"AB10 7",56,4
"408","Aberdeen South",0,"AB10 7",53,6
"409","Aberdeen South",0,"AB10 7",15,NA
"410","Aberdeen South",0,"AB10 7",12,NA
"411","Aberdeen South",0,"AB10 7",29,4
"412","Aberdeen South",0,"AB10 7",28,NA
"413","Aberdeen South",0,"AB10 7",22,1
"414","Aberdeen South",0,"AB10 7",52,NA
"415","Aberdeen South",0,"AB10 7",6,NA
"416","Aberdeen South",0,"AB10 7",15,NA
"417","Aberdeen South",0,"AB10 7",41,3
"418","Aberdeen South",0,"AB10 7",9,NA
"419","Aberdeen South",0,"AB10 7",8,NA
"420","Aberdeen South",0,"AB10 7",16,NA
"421","Aberdeen South",0,"AB10 7",54,NA
"422","Aberdeen South",0,"AB10 7",16,1
"423","Aberdeen South",0,"AB10 7",86,3
"424","Aberdeen South",0,"AB10 7",8,1
"425","Aberdeen South",0,"AB10 7",6,NA
"426","Aberdeen South",0,"AB10 7",28,NA
"427","Aberdeen South",0,"AB10 7",26,NA
"428","Aberdeen South",0,"AB10 7",35,NA
"429","Aberdeen South",0,"AB10 7",15,NA
"430","Aberdeen South",0,"AB10 7",22,NA
"431","Aberdeen South",0,"AB10 7",57,NA
"432","Aberdeen South",0,"AB10 7",46,6
"433","Aberdeen South",0,"AB10 7",22,NA
"434","Aberdeen South",0,"AB10 7",30,1
"435","Aberdeen South",0,"AB10 7",42,2
"436","Aberdeen South",0,"AB10 7",36,NA
"437","Aberdeen South",0,"AB10 7",61,4
"438","Aberdeen South",0,"AB10 7",16,NA
"439","Aberdeen South",0,"AB10 7",29,NA
"440","Aberdeen South",0,"AB10 7",43,NA
"441","Aberdeen South",0,"AB10 7",33,3
"442","Aberdeen South",0,"AB10 7",62,3
"443","Aberdeen South",0,"AB10 7",52,1
"444","Aberdeen South",0,"AB10 7",46,6
"445","Aberdeen South",0,"AB10 7",32,3
"446","Aberdeen South",0,"AB10 7",23,1
"447","Aberdeen South",0,"AB10 7",45,NA
"448","Aberdeen South",0,"AB10 7",31,3
"449","Aberdeen South",0,"AB10 7",28,2
"450","Aberdeen South",0,"AB10 7",46,2
"451","Aberdeen South",0,"AB10 7",58,2
"452","Aberdeen South",0,"AB10 7",15,2
"453","Aberdeen South",0,"AB10 7",30,3
"454","Aberdeen South",0,"AB10 7",54,2
"455","Aberdeen South",0,"AB10 7",15,NA
"456","Aberdeen South",0,"AB10 7",19,4
"457","Aberdeen South",0,"AB10 7",46,3
"458","Aberdeen South",0,"AB10 7",9,3
"459","Aberdeen South",0,"AB10 7",13,NA
"460","Aberdeen South",0,"AB10 7",33,1
"461","Aberdeen South",0,"AB10 7",61,9
"462","Aberdeen South",0,"AB10 7",6,1
"463","Aberdeen South",0,"AB10 7",3,NA
"464","Aberdeen South",0,"AB10 7",29,NA
"465","Aberdeen South",0,"AB10 7",13,NA
"466","Aberdeen South",0,"AB10 7",44,1
"467","Aberdeen South",0,"AB10 7",60,2
"468","Aberdeen South",0,"AB10 7",35,NA
"469","Aberdeen South",0,"AB10 7",28,1
"470","Aberdeen South",0,"AB10 7",11,1
"471","Aberdeen South",0,"AB10 7",25,1
"472","Aberdeen South",0,"AB10 7",27,NA
"473","Aberdeen South",0,"AB10 7",39,6
"474","Aberdeen South",0,"AB10 7",10,1
"475","Aberdeen South",0,"AB10 7",45,NA
"476","Aberdeen South",0,"AB10 7",42,NA
"477","Aberdeen South",0,"AB10 7",36,NA
"478","Aberdeen South",0,"AB10 7",33,NA
"479","Aberdeen South",0,"AB10 7",16,2
"480","Aberdeen South",0,"AB10 7",18,NA
"481","Aberdeen South",0,"AB10 7",52,3
"482","Aberdeen South",0,"AB10 7",34,1
"483","Aberdeen South",0,"AB10 7",15,1
"484","Aberdeen South",0,"AB10 7",54,3
"485","Aberdeen South",0,"AB10 7",18,1
"486","Aberdeen South",0,"AB10 7",16,3
"487","Aberdeen South",0,"AB10 7",24,1
"488","Aberdeen South",0,"AB10 7",4,NA
"489","Aberdeen South",0,"AB10 7",91,9
"490","Aberdeen South",0,"AB10 7",42,NA
"491","Aberdeen South",0,"AB10 7",12,NA
"492","Aberdeen South",0,"AB10 7",63,1
"493","Aberdeen South",0,"AB10 7",8,NA
"494","Aberdeen South",0,"AB10 7",4,NA
"495","Aberdeen South",0,"AB10 7",17,NA
"496","Aberdeen South",0,"AB10 7",7,NA
"497","Aberdeen South",0,"AB10 7",15,1
"498","Aberdeen South",0,"AB10 7",10,NA
"499","Aberdeen South",0,"AB10 7",20,2
"500","Aberdeen South",0,"AB10 7",28,NA
"501","Aberdeen South",0,"AB10 7",8,NA
"502","Aberdeen South",0,"AB10 7",96,6
"503","Aberdeen South",0,"AB10 7",10,1
"504","Aberdeen South",0,"AB10 7",47,3
"505","Aberdeen South",0,"AB10 7",41,1
"506","Aberdeen South",0,"AB10 7",31,4
"507","Aberdeen South",0,"AB10 7",50,6
"508","Aberdeen South",0,"AB10 7",34,NA
"509","Aberdeen South",0,"AB10 7",33,4
"510","Aberdeen South",0,"AB10 7",51,2
"511","Aberdeen South",0,"AB10 7",33,2
"512","Aberdeen South",0,"AB10 7",35,4
"513","Aberdeen South",0,"AB10 7",31,NA
"514","Aberdeen South",0,"AB10 7",28,3
"515","Aberdeen South",0,"AB10 7",16,NA
"516","Aberdeen South",0,"AB10 7",16,NA
"517","Aberdeen South",0,"AB10 7",24,2
"518","Aberdeen South",0,"AB10 7",4,NA
"519","Aberdeen South",0,"AB10 7",3,NA
"520","Aberdeen South",0,"AB10 7",23,1
"521","Aberdeen South",0,"AB10 7",27,2
"522","Aberdeen South",0,"AB10 7",33,2
"523","Aberdeen South",0,"AB10 7",2,NA
"524","Aberdeen South",0,"AB10 7",22,2
"525","Aberdeen South",0,"AB10 7",19,NA
"526","Aberdeen South",0,"AB10 7",48,4
"527","Aberdeen South",0,"AB10 7",59,5
"528","Aberdeen South",0,"AB10 7",66,8
"529","Aberdeen South",0,"AB10 7",24,2
"530","Aberdeen South",0,"AB10 7",5,NA
"531","Aberdeen South",0,"AB10 7",5,NA
"532","Aberdeen South",0,"AB10 7",12,2
"533","Aberdeen South",0,"AB10 7",9,1
"534","Aberdeen South",0,"AB10 7",43,1
"535","Aberdeen South",0,"AB10 7",21,NA
"536","Aberdeen South",0,"AB11 5",10,NA
"537","Aberdeen South",0,"AB11 5",10,NA
"538","Aberdeen South",1,"AB11 6",20,2
"539","Aberdeen South",1,"AB11 6",52,1
"540","Aberdeen South",1,"AB11 6",26,NA
"541","Aberdeen South",1,"AB11 6",6,NA
"542","Aberdeen South",1,"AB11 6",15,NA
"543","Aberdeen South",1,"AB11 6",7,NA
"544","Aberdeen South",1,"AB11 6",11,NA
"545","Aberdeen South",1,"AB11 6",4,NA
"546","Aberdeen South",1,"AB11 6",4,NA
"547","Aberdeen South",1,"AB11 6",50,2
"548","Aberdeen South",1,"AB11 6",12,NA
"549","Aberdeen South",1,"AB11 6",5,1
"550","Aberdeen South",1,"AB11 6",20,NA
"551","Aberdeen South",1,"AB11 6",32,NA
"552","Aberdeen South",1,"AB11 6",17,NA
"553","Aberdeen South",1,"AB11 6",1,NA
"554","Aberdeen South",1,"AB11 6",9,NA
"555","Aberdeen South",1,"AB11 6",3,NA
"556","Aberdeen South",1,"AB11 6",13,NA
"557","Aberdeen South",1,"AB11 6",20,NA
"558","Aberdeen South",1,"AB11 6",27,2
"559","Aberdeen South",1,"AB11 6",24,1
"560","Aberdeen South",1,"AB11 6",13,NA
"561","Aberdeen South",1,"AB11 6",13,NA
"562","Aberdeen South",1,"AB11 6",18,NA
"563","Aberdeen South",1,"AB11 6",17,NA
"564","Aberdeen South",1,"AB11 6",6,NA
"565","Aberdeen South",1,"AB11 6",20,NA
"566","Aberdeen South",1,"AB11 6",32,1
"567","Aberdeen South",1,"AB11 6",9,NA
"568","Aberdeen South",1,"AB11 6",2,NA
"569","Aberdeen South",1,"AB11 6",27,NA
"570","Aberdeen South",1,"AB11 6",7,NA
