"","Constituency","register","ps","n_nomiss","n_young_withmiss"
"62508","Ochil and South Perthshire",1,"PH1 3",23,1
"62509","Ochil and South Perthshire",1,"PH1 3",69,9
"62510","Ochil and South Perthshire",1,"PH1 3",3,NA
"62511","Ochil and South Perthshire",1,"PH1 3",55,7
"62512","Ochil and South Perthshire",1,"PH1 3",33,1
"62513","Ochil and South Perthshire",1,"PH1 3",2,NA
"62514","Ochil and South Perthshire",1,"PH1 3",79,8
"62515","Ochil and South Perthshire",1,"PH1 3",34,2
"62516","Ochil and South Perthshire",1,"PH1 3",14,3
"62517","Ochil and South Perthshire",1,"PH1 3",4,NA
"62518","Ochil and South Perthshire",1,"PH1 3",6,NA
"62519","Ochil and South Perthshire",1,"PH1 3",8,1
"62520","Ochil and South Perthshire",1,"PH1 3",54,8
"62521","Ochil and South Perthshire",1,"PH1 3",22,2
"62522","Ochil and South Perthshire",1,"PH1 3",8,NA
"62523","Ochil and South Perthshire",1,"PH1 3",18,NA
"62524","Ochil and South Perthshire",1,"PH1 3",44,3
"62525","Ochil and South Perthshire",1,"PH1 3",29,3
"62526","Ochil and South Perthshire",1,"PH1 3",13,2
"62527","Ochil and South Perthshire",1,"PH1 3",9,NA
"62528","Ochil and South Perthshire",1,"PH1 3",10,NA
"62529","Ochil and South Perthshire",1,"PH1 3",52,3
"62530","Ochil and South Perthshire",1,"PH1 3",7,NA
"62531","Ochil and South Perthshire",1,"PH1 3",14,2
"62532","Ochil and South Perthshire",1,"PH1 3",15,NA
"62533","Ochil and South Perthshire",1,"PH1 3",18,3
"62534","Ochil and South Perthshire",1,"PH1 3",15,2
"62535","Ochil and South Perthshire",1,"PH1 3",7,NA
"62536","Ochil and South Perthshire",1,"PH1 3",102,9
"62537","Ochil and South Perthshire",1,"PH1 3",55,8
"62538","Ochil and South Perthshire",1,"PH1 3",21,3
"62539","Ochil and South Perthshire",1,"PH1 3",21,4
"62540","Ochil and South Perthshire",1,"PH1 3",12,2
"62541","Ochil and South Perthshire",1,"PH1 3",51,5
"62542","Ochil and South Perthshire",1,"PH1 3",10,NA
"62543","Ochil and South Perthshire",1,"PH1 3",35,6
"62544","Ochil and South Perthshire",1,"PH1 3",12,2
"62545","Ochil and South Perthshire",1,"PH1 3",38,2
"62546","Ochil and South Perthshire",1,"PH1 3",25,NA
"62547","Ochil and South Perthshire",1,"PH1 3",15,NA
"62548","Ochil and South Perthshire",1,"PH1 3",25,3
"62549","Ochil and South Perthshire",1,"PH1 3",24,NA
"62550","Ochil and South Perthshire",1,"PH1 3",19,1
"62551","Ochil and South Perthshire",1,"PH1 3",19,NA
"62552","Ochil and South Perthshire",1,"PH1 3",71,13
"62553","Ochil and South Perthshire",1,"PH1 3",29,2
"62554","Ochil and South Perthshire",1,"PH1 3",55,7
"62555","Ochil and South Perthshire",1,"PH1 3",10,NA
"62556","Ochil and South Perthshire",1,"PH1 3",5,2
"62557","Ochil and South Perthshire",1,"PH1 3",21,4
"62558","Ochil and South Perthshire",1,"PH1 3",19,NA
"62559","Ochil and South Perthshire",1,"PH1 3",45,4
"62560","Ochil and South Perthshire",1,"PH1 3",32,2
"62561","Ochil and South Perthshire",1,"PH1 3",16,NA
"62562","Ochil and South Perthshire",1,"PH1 3",19,NA
"62563","Ochil and South Perthshire",1,"PH1 3",32,2
"62564","Ochil and South Perthshire",1,"PH1 3",45,3
"62565","Ochil and South Perthshire",1,"PH1 3",21,4
"62566","Ochil and South Perthshire",1,"PH1 3",20,NA
"62567","Ochil and South Perthshire",1,"PH1 3",58,4
"62568","Ochil and South Perthshire",1,"PH1 3",11,NA
"62569","Ochil and South Perthshire",1,"PH1 3",28,2
"62570","Ochil and South Perthshire",1,"PH1 3",17,NA
"62571","Ochil and South Perthshire",1,"PH1 3",16,1
"62572","Ochil and South Perthshire",1,"PH1 3",51,3
"62573","Ochil and South Perthshire",1,"PH1 3",35,5
"62574","Ochil and South Perthshire",1,"PH1 3",2,NA
"62575","Ochil and South Perthshire",1,"PH1 3",11,NA
"62576","Ochil and South Perthshire",1,"PH1 3",13,2
"62577","Ochil and South Perthshire",1,"PH1 3",5,NA
"62578","Ochil and South Perthshire",1,"PH1 3",10,NA
"62579","Ochil and South Perthshire",1,"PH1 3",10,2
"62580","Ochil and South Perthshire",1,"PH1 3",16,1
"62581","Ochil and South Perthshire",1,"PH1 3",7,1
"62582","Ochil and South Perthshire",1,"PH1 3",29,3
"62583","Ochil and South Perthshire",1,"PH1 3",6,1
"62584","Ochil and South Perthshire",1,"PH1 3",12,1
"62585","Ochil and South Perthshire",1,"PH1 3",10,1
"62586","Ochil and South Perthshire",1,"PH1 3",15,NA
"62587","Ochil and South Perthshire",1,"PH1 3",15,NA
"62588","Ochil and South Perthshire",1,"PH1 3",15,1
"62589","Ochil and South Perthshire",1,"PH1 3",42,9
"62590","Ochil and South Perthshire",1,"PH1 3",13,2
"62591","Ochil and South Perthshire",1,"PH1 3",5,NA
"62592","Ochil and South Perthshire",1,"PH1 3",2,NA
"62593","Ochil and South Perthshire",1,"PH1 3",14,3
"62594","Ochil and South Perthshire",1,"PH1 3",5,NA
"62595","Ochil and South Perthshire",1,"PH1 3",1,NA
"62596","Ochil and South Perthshire",1,"PH1 3",18,1
"62597","Ochil and South Perthshire",1,"PH1 3",131,38
"62598","Ochil and South Perthshire",1,"PH1 3",4,1
"62599","Ochil and South Perthshire",1,"PH1 3",11,1
"62600","Ochil and South Perthshire",1,"PH1 3",11,NA
"62601","Ochil and South Perthshire",1,"PH1 3",26,1
"62602","Ochil and South Perthshire",1,"PH1 3",2,1
"62603","Ochil and South Perthshire",1,"PH1 3",9,NA
"62604","Ochil and South Perthshire",1,"PH1 3",3,NA
"62605","Ochil and South Perthshire",1,"PH1 3",14,NA
"62606","Ochil and South Perthshire",1,"PH1 3",17,2
"62607","Ochil and South Perthshire",1,"PH1 3",3,NA
"62608","Ochil and South Perthshire",1,"PH1 3",2,NA
"62609","Ochil and South Perthshire",1,"PH1 3",17,2
"62610","Ochil and South Perthshire",1,"PH1 3",33,5
"62611","Ochil and South Perthshire",1,"PH1 3",2,NA
"62612","Ochil and South Perthshire",1,"PH1 3",4,NA
"62613","Ochil and South Perthshire",1,"PH1 3",29,3
"62614","Ochil and South Perthshire",1,"PH1 3",19,1
"62615","Ochil and South Perthshire",1,"PH1 3",14,2
"62616","Ochil and South Perthshire",1,"PH1 3",35,2
"62617","Ochil and South Perthshire",1,"PH1 3",11,2
"62618","Ochil and South Perthshire",1,"PH1 3",4,NA
"62619","Ochil and South Perthshire",1,"PH1 3",2,NA
"62620","Ochil and South Perthshire",1,"PH1 3",34,5
"62621","Ochil and South Perthshire",1,"PH1 3",9,NA
"62622","Ochil and South Perthshire",1,"PH1 3",6,NA
"62623","Ochil and South Perthshire",1,"PH1 3",4,NA
"62624","Ochil and South Perthshire",1,"PH1 3",5,1
"62625","Ochil and South Perthshire",1,"PH1 3",60,4
"62626","Ochil and South Perthshire",1,"PH1 3",4,NA
"62627","Ochil and South Perthshire",1,"PH1 3",12,2
"62628","Ochil and South Perthshire",1,"PH1 3",18,4
"62629","Ochil and South Perthshire",1,"PH1 3",6,NA
"62630","Ochil and South Perthshire",1,"PH1 3",19,1
"62631","Ochil and South Perthshire",1,"PH1 3",35,2
"62632","Ochil and South Perthshire",1,"PH1 3",39,3
"62633","Ochil and South Perthshire",1,"PH1 3",11,1
"62634","Ochil and South Perthshire",1,"PH1 3",55,1
"62635","Ochil and South Perthshire",1,"PH1 3",22,2
"62636","Ochil and South Perthshire",1,"PH1 3",10,1
"62637","Ochil and South Perthshire",1,"PH1 3",95,20
"62638","Ochil and South Perthshire",1,"PH1 3",29,2
"62639","Ochil and South Perthshire",1,"PH1 3",129,11
"62640","Ochil and South Perthshire",1,"PH1 3",2,NA
"62641","Ochil and South Perthshire",1,"PH1 3",84,12
"62642","Ochil and South Perthshire",1,"PH1 3",76,10
"62643","Ochil and South Perthshire",1,"PH1 3",17,1
"62644","Ochil and South Perthshire",1,"PH1 3",33,2
"62645","Ochil and South Perthshire",1,"PH1 3",43,8
"62646","Ochil and South Perthshire",0,"PH1 4",36,2
"62647","Ochil and South Perthshire",0,"PH1 4",81,1
"62648","Ochil and South Perthshire",0,"PH1 4",29,4
"62649","Ochil and South Perthshire",0,"PH1 4",7,NA
"62650","Ochil and South Perthshire",0,"PH1 4",20,3
"62651","Ochil and South Perthshire",0,"PH1 4",52,6
"62652","Ochil and South Perthshire",0,"PH1 4",9,NA
"62653","Ochil and South Perthshire",0,"PH1 4",52,6
"62654","Ochil and South Perthshire",0,"PH1 4",69,7
"62655","Ochil and South Perthshire",0,"PH1 4",3,1
"62656","Ochil and South Perthshire",0,"PH1 4",26,5
"62657","Ochil and South Perthshire",0,"PH1 4",11,NA
"62658","Ochil and South Perthshire",0,"PH1 4",8,2
"62659","Ochil and South Perthshire",0,"PH1 4",10,2
"62660","Ochil and South Perthshire",0,"PH1 4",14,2
"62661","Ochil and South Perthshire",0,"PH1 4",4,2
"62662","Ochil and South Perthshire",0,"PH1 4",28,4
"62663","Ochil and South Perthshire",0,"PH1 4",20,1
"62664","Ochil and South Perthshire",0,"PH1 4",19,1
"62665","Ochil and South Perthshire",0,"PH1 4",68,6
"62666","Ochil and South Perthshire",0,"PH1 4",5,1
"62667","Ochil and South Perthshire",0,"PH1 4",7,2
"62668","Ochil and South Perthshire",0,"PH1 4",14,2
"62669","Ochil and South Perthshire",0,"PH1 4",5,NA
"62670","Ochil and South Perthshire",0,"PH1 4",7,NA
"62671","Ochil and South Perthshire",0,"PH1 4",7,NA
"62672","Ochil and South Perthshire",0,"PH1 4",57,3
"62673","Ochil and South Perthshire",0,"PH1 4",85,8
"62674","Ochil and South Perthshire",0,"PH1 4",13,NA
"62675","Ochil and South Perthshire",0,"PH1 4",20,1
"62676","Ochil and South Perthshire",0,"PH1 4",43,NA
"62677","Ochil and South Perthshire",0,"PH1 4",16,NA
"62678","Ochil and South Perthshire",0,"PH1 4",12,NA
"62679","Ochil and South Perthshire",0,"PH1 4",33,2
"62680","Ochil and South Perthshire",0,"PH1 4",22,1
"62681","Ochil and South Perthshire",0,"PH1 4",16,5
"62682","Ochil and South Perthshire",0,"PH1 4",8,1
"62683","Ochil and South Perthshire",0,"PH1 4",100,7
"62684","Ochil and South Perthshire",0,"PH1 4",12,NA
"62685","Ochil and South Perthshire",0,"PH1 4",4,NA
"62686","Ochil and South Perthshire",0,"PH1 4",5,NA
"62687","Ochil and South Perthshire",0,"PH1 4",9,NA
"62688","Ochil and South Perthshire",0,"PH1 4",2,NA
"62689","Ochil and South Perthshire",0,"PH1 4",4,NA
"62690","Ochil and South Perthshire",0,"PH1 4",8,NA
"62691","Ochil and South Perthshire",0,"PH1 4",8,NA
"62692","Ochil and South Perthshire",0,"PH1 4",4,NA
"62693","Ochil and South Perthshire",0,"PH1 4",2,NA
"62694","Ochil and South Perthshire",0,"PH1 4",41,5
"62695","Ochil and South Perthshire",0,"PH1 4",7,1
"62696","Ochil and South Perthshire",0,"PH1 4",2,NA
"62697","Ochil and South Perthshire",0,"PH1 4",27,2
"62698","Ochil and South Perthshire",0,"PH1 4",14,4
"62699","Ochil and South Perthshire",0,"PH1 4",7,NA
"62700","Ochil and South Perthshire",0,"PH1 4",18,2
"62701","Ochil and South Perthshire",0,"PH1 4",22,1
"62702","Ochil and South Perthshire",0,"PH1 4",7,NA
"62703","Ochil and South Perthshire",0,"PH1 4",8,NA
"62704","Ochil and South Perthshire",0,"PH1 4",3,NA
"62705","Ochil and South Perthshire",0,"PH1 4",8,NA
"62706","Ochil and South Perthshire",0,"PH1 4",1,NA
"62707","Ochil and South Perthshire",0,"PH1 4",1,NA
"62708","Ochil and South Perthshire",0,"PH1 4",3,NA
"62709","Ochil and South Perthshire",0,"PH1 4",17,2
"62710","Ochil and South Perthshire",0,"PH1 4",3,NA
"62711","Ochil and South Perthshire",0,"PH1 4",14,NA
"62712","Ochil and South Perthshire",0,"PH1 4",7,NA
"62713","Ochil and South Perthshire",0,"PH1 4",14,2
"62714","Ochil and South Perthshire",0,"PH1 4",4,NA
"62715","Angus",1,"PH11 8",2,NA
"62716","Angus",1,"PH11 8",22,1
"62717","Angus",1,"PH11 8",5,NA
"62718","Angus",1,"PH11 8",10,NA
"62719","Angus",1,"PH11 8",16,1
"62720","Angus",1,"PH11 8",3,NA
"62721","Angus",1,"PH11 8",18,3
"62722","Angus",1,"PH11 8",16,1
"62723","Angus",1,"PH11 8",10,1
"62724","Angus",1,"PH11 8",7,NA
"62725","Angus",1,"PH11 8",8,2
"62726","Angus",1,"PH11 8",23,4
"62727","Angus",1,"PH11 8",10,NA
"62728","Angus",1,"PH11 8",2,NA
"62729","Angus",1,"PH11 8",14,1
"62730","Angus",1,"PH11 8",8,NA
"62731","Angus",1,"PH11 8",16,1
"62732","Angus",1,"PH11 8",16,NA
"62733","Angus",1,"PH11 8",3,NA
"62734","Angus",1,"PH11 8",2,NA
"62735","Angus",1,"PH11 8",8,NA
"62736","Angus",1,"PH11 8",5,NA
"62737","Angus",1,"PH11 8",6,2
"62738","Angus",1,"PH11 8",4,NA
"62739","Angus",1,"PH11 8",2,NA
"62740","Angus",1,"PH11 8",5,NA
"62741","Angus",1,"PH11 8",11,NA
"62742","Angus",1,"PH11 8",2,NA
"62743","Angus",1,"PH11 8",3,NA
"62744","Angus",1,"PH11 8",3,NA
"62745","Angus",1,"PH11 8",20,NA
"62746","Angus",1,"PH11 8",11,5
"62747","Angus",1,"PH11 8",2,NA
"62748","Angus",1,"PH11 8",18,1
"62749","Angus",1,"PH12 8",10,2
"62750","Angus",1,"PH12 8",7,1
"62751","Angus",1,"PH12 8",12,NA
"62752","Angus",1,"PH12 8",9,NA
"62753","Angus",1,"PH12 8",26,4
"62754","Angus",1,"PH12 8",12,1
"62755","Angus",1,"PH12 8",26,2
"62756","Angus",1,"PH12 8",12,3
"62757","Angus",1,"PH12 8",5,NA
"62758","Angus",1,"PH12 8",16,1
"62759","Angus",1,"PH12 8",44,NA
"62760","Angus",1,"PH12 8",13,2
"62761","Angus",1,"PH12 8",3,NA
"62762","Angus",1,"PH12 8",13,NA
"62763","Angus",1,"PH12 8",7,NA
"62764","Angus",1,"PH12 8",17,NA
"62765","Angus",1,"PH12 8",7,2
"62766","Angus",1,"PH12 8",24,1
"62767","Angus",1,"PH12 8",5,NA
"62768","Angus",1,"PH12 8",5,NA
"62769","Angus",1,"PH12 8",44,4
"62770","Angus",1,"PH12 8",33,NA
"62771","Angus",1,"PH12 8",5,1
"62772","Angus",1,"PH12 8",20,NA
"62773","Angus",1,"PH12 8",37,NA
"62774","Angus",1,"PH12 8",16,NA
"62775","Angus",1,"PH12 8",27,NA
"62776","Angus",1,"PH12 8",25,2
"62777","Angus",1,"PH12 8",48,2
"62778","Angus",1,"PH12 8",14,NA
"62779","Angus",1,"PH12 8",41,6
"62780","Angus",1,"PH12 8",32,3
"62781","Angus",1,"PH12 8",13,NA
"62782","Angus",1,"PH12 8",46,2
"62783","Angus",1,"PH12 8",13,NA
"62784","Angus",1,"PH12 8",3,NA
"62785","Angus",1,"PH12 8",25,2
"62786","Angus",1,"PH12 8",5,NA
"62787","Angus",1,"PH12 8",25,3
"62788","Angus",1,"PH12 8",15,NA
"62789","Angus",1,"PH12 8",4,NA
"62790","Angus",1,"PH12 8",1,NA
"62791","Angus",1,"PH12 8",32,2
"62792","Angus",1,"PH12 8",19,3
"62793","Angus",0,"PH13 9",4,1
"62794","Angus",0,"PH13 9",7,NA
"62795","Ochil and South Perthshire",0,"PH2 0",20,4
"62796","Ochil and South Perthshire",0,"PH2 0",37,NA
"62797","Ochil and South Perthshire",0,"PH2 0",9,1
"62798","Ochil and South Perthshire",0,"PH2 0",9,1
"62799","Ochil and South Perthshire",0,"PH2 0",2,NA
"62800","Ochil and South Perthshire",0,"PH2 0",5,NA
"62801","Ochil and South Perthshire",0,"PH2 0",10,NA
"62802","Ochil and South Perthshire",0,"PH2 0",16,4
"62803","Ochil and South Perthshire",0,"PH2 0",15,2
"62804","Ochil and South Perthshire",0,"PH2 0",11,2
"62805","Ochil and South Perthshire",0,"PH2 0",18,3
"62806","Ochil and South Perthshire",0,"PH2 0",27,NA
"62807","Ochil and South Perthshire",0,"PH2 0",10,NA
"62808","Ochil and South Perthshire",0,"PH2 0",5,NA
"62809","Ochil and South Perthshire",0,"PH2 0",6,NA
"62810","Ochil and South Perthshire",0,"PH2 0",15,1
"62811","Ochil and South Perthshire",0,"PH2 0",8,3
"62812","Ochil and South Perthshire",0,"PH2 0",8,1
"62813","Ochil and South Perthshire",0,"PH2 0",38,5
"62814","Ochil and South Perthshire",0,"PH2 0",22,NA
"62815","Ochil and South Perthshire",0,"PH2 0",22,4
"62816","Ochil and South Perthshire",0,"PH2 0",16,2
"62817","Ochil and South Perthshire",0,"PH2 0",5,NA
"62818","Ochil and South Perthshire",0,"PH2 0",7,2
"62819","Ochil and South Perthshire",0,"PH2 0",2,NA
"62820","Ochil and South Perthshire",0,"PH2 0",18,1
"62821","Ochil and South Perthshire",0,"PH2 0",16,3
"62822","Ochil and South Perthshire",0,"PH2 0",30,NA
"62823","Ochil and South Perthshire",0,"PH2 0",19,2
"62824","Ochil and South Perthshire",0,"PH2 0",6,NA
"62825","Ochil and South Perthshire",0,"PH2 0",22,4
"62826","Ochil and South Perthshire",0,"PH2 0",13,1
"62827","Ochil and South Perthshire",0,"PH2 0",8,2
"62828","Ochil and South Perthshire",0,"PH2 0",19,NA
"62829","Ochil and South Perthshire",0,"PH2 0",36,1
"62830","Ochil and South Perthshire",0,"PH2 0",14,NA
"62831","Ochil and South Perthshire",0,"PH2 0",3,NA
"62832","Ochil and South Perthshire",0,"PH2 0",10,NA
"62833","Ochil and South Perthshire",0,"PH2 0",13,NA
"62834","Ochil and South Perthshire",0,"PH2 0",4,NA
"62835","Ochil and South Perthshire",0,"PH2 0",10,NA
"62836","Ochil and South Perthshire",0,"PH2 0",15,1
"62837","Ochil and South Perthshire",0,"PH2 0",33,2
"62838","Ochil and South Perthshire",0,"PH2 0",26,4
"62839","Ochil and South Perthshire",0,"PH2 0",23,6
"62840","Ochil and South Perthshire",0,"PH2 0",32,3
"62841","Ochil and South Perthshire",0,"PH2 0",8,NA
"62842","Ochil and South Perthshire",0,"PH2 0",2,NA
"62843","Ochil and South Perthshire",0,"PH2 0",47,5
"62844","Ochil and South Perthshire",0,"PH2 0",5,1
"62845","Ochil and South Perthshire",0,"PH2 0",11,NA
"62846","Ochil and South Perthshire",0,"PH2 0",5,1
"62847","Ochil and South Perthshire",0,"PH2 0",33,1
"62848","Ochil and South Perthshire",0,"PH2 0",10,1
"62849","Ochil and South Perthshire",0,"PH2 0",32,1
"62850","Ochil and South Perthshire",0,"PH2 0",102,19
"62851","Ochil and South Perthshire",0,"PH2 0",5,NA
"62852","Ochil and South Perthshire",0,"PH2 0",55,7
"62853","Ochil and South Perthshire",0,"PH2 0",32,2
"62854","Ochil and South Perthshire",0,"PH2 0",63,2
"62855","Ochil and South Perthshire",0,"PH2 0",34,5
"62856","Ochil and South Perthshire",0,"PH2 0",17,NA
"62857","Ochil and South Perthshire",0,"PH2 0",38,1
"62858","Ochil and South Perthshire",0,"PH2 0",3,NA
"62859","Ochil and South Perthshire",0,"PH2 0",19,NA
"62860","Ochil and South Perthshire",0,"PH2 0",2,NA
"62861","Ochil and South Perthshire",1,"PH2 8",44,NA
"62862","Ochil and South Perthshire",1,"PH2 8",16,NA
"62863","Ochil and South Perthshire",1,"PH2 8",11,3
"62864","Ochil and South Perthshire",1,"PH2 8",11,1
"62865","Ochil and South Perthshire",1,"PH2 8",20,3
"62866","Ochil and South Perthshire",1,"PH2 8",4,2
"62867","Ochil and South Perthshire",1,"PH2 8",10,NA
"62868","Ochil and South Perthshire",1,"PH2 8",17,3
"62869","Ochil and South Perthshire",1,"PH2 8",13,2
"62870","Ochil and South Perthshire",1,"PH2 8",16,3
"62871","Ochil and South Perthshire",1,"PH2 8",11,1
"62872","Ochil and South Perthshire",1,"PH2 8",22,2
"62873","Ochil and South Perthshire",1,"PH2 8",10,1
"62874","Ochil and South Perthshire",1,"PH2 8",10,2
"62875","Ochil and South Perthshire",1,"PH2 8",3,NA
"62876","Ochil and South Perthshire",1,"PH2 9",8,NA
"62877","Ochil and South Perthshire",1,"PH2 9",52,3
"62878","Ochil and South Perthshire",1,"PH2 9",21,2
"62879","Ochil and South Perthshire",1,"PH2 9",30,1
"62880","Ochil and South Perthshire",1,"PH2 9",25,3
"62881","Ochil and South Perthshire",1,"PH2 9",61,10
"62882","Ochil and South Perthshire",1,"PH2 9",20,3
"62883","Ochil and South Perthshire",1,"PH2 9",6,NA
"62884","Ochil and South Perthshire",1,"PH2 9",43,2
"62885","Ochil and South Perthshire",1,"PH2 9",25,2
"62886","Ochil and South Perthshire",1,"PH2 9",48,1
"62887","Ochil and South Perthshire",1,"PH2 9",34,3
"62888","Ochil and South Perthshire",1,"PH2 9",28,1
"62889","Ochil and South Perthshire",1,"PH2 9",12,1
"62890","Ochil and South Perthshire",1,"PH2 9",53,4
"62891","Ochil and South Perthshire",1,"PH2 9",19,1
"62892","Ochil and South Perthshire",1,"PH2 9",37,NA
"62893","Ochil and South Perthshire",1,"PH2 9",21,NA
"62894","Ochil and South Perthshire",1,"PH2 9",12,1
"62895","Ochil and South Perthshire",1,"PH2 9",13,2
"62896","Ochil and South Perthshire",1,"PH2 9",5,NA
"62897","Ochil and South Perthshire",1,"PH2 9",75,8
"62898","Ochil and South Perthshire",1,"PH2 9",71,6
"62899","Ochil and South Perthshire",1,"PH2 9",24,1
"62900","Ochil and South Perthshire",1,"PH2 9",1,NA
"62901","Ochil and South Perthshire",1,"PH2 9",45,2
"62902","Ochil and South Perthshire",1,"PH2 9",4,NA
"62903","Ochil and South Perthshire",1,"PH2 9",16,3
"62904","Ochil and South Perthshire",1,"PH2 9",33,4
"62905","Ochil and South Perthshire",1,"PH2 9",13,1
"62906","Ochil and South Perthshire",1,"PH2 9",24,1
"62907","Ochil and South Perthshire",1,"PH2 9",10,NA
"62908","Ochil and South Perthshire",1,"PH2 9",18,2
"62909","Ochil and South Perthshire",1,"PH2 9",10,1
"62910","Ochil and South Perthshire",1,"PH2 9",13,NA
"62911","Ochil and South Perthshire",1,"PH2 9",9,NA
"62912","Ochil and South Perthshire",1,"PH2 9",13,1
"62913","Ochil and South Perthshire",1,"PH2 9",4,NA
"62914","Ochil and South Perthshire",1,"PH2 9",5,NA
"62915","Ochil and South Perthshire",1,"PH2 9",6,NA
"62916","Ochil and South Perthshire",1,"PH2 9",7,2
"62917","Ochil and South Perthshire",1,"PH2 9",3,NA
"62918","Ochil and South Perthshire",1,"PH2 9",13,1
"62919","Ochil and South Perthshire",1,"PH2 9",10,3
"62920","Ochil and South Perthshire",1,"PH2 9",24,3
"62921","Ochil and South Perthshire",1,"PH2 9",9,1
"62922","Ochil and South Perthshire",1,"PH2 9",7,1
"62923","Ochil and South Perthshire",1,"PH2 9",7,NA
"62924","Ochil and South Perthshire",1,"PH2 9",14,NA
"62925","Ochil and South Perthshire",1,"PH2 9",31,3
"62926","Ochil and South Perthshire",1,"PH2 9",5,NA
"62927","Ochil and South Perthshire",1,"PH2 9",21,3
"62928","Ochil and South Perthshire",1,"PH2 9",37,NA
"62929","Ochil and South Perthshire",1,"PH2 9",22,NA
"62930","Ochil and South Perthshire",1,"PH2 9",19,3
"62931","Ochil and South Perthshire",1,"PH2 9",6,2
"62932","Ochil and South Perthshire",1,"PH2 9",52,30
"62933","Ochil and South Perthshire",1,"PH2 9",10,NA
"62934","Ochil and South Perthshire",1,"PH2 9",7,NA
"62935","Ochil and South Perthshire",1,"PH2 9",44,3
"62936","Ochil and South Perthshire",1,"PH2 9",10,2
"62937","Ochil and South Perthshire",1,"PH2 9",12,NA
"62938","Ochil and South Perthshire",1,"PH2 9",10,2
"62939","Ochil and South Perthshire",1,"PH2 9",13,1
"62940","Ochil and South Perthshire",1,"PH2 9",14,3
"62941","Ochil and South Perthshire",1,"PH2 9",16,4
"62942","Ochil and South Perthshire",1,"PH2 9",4,NA
"62943","Ochil and South Perthshire",1,"PH2 9",22,2
"62944","Ochil and South Perthshire",1,"PH2 9",31,5
"62945","Ochil and South Perthshire",1,"PH2 9",6,NA
"62946","Ochil and South Perthshire",1,"PH2 9",44,9
"62947","Ochil and South Perthshire",1,"PH2 9",15,NA
"62948","Ochil and South Perthshire",1,"PH2 9",28,2
"62949","Ochil and South Perthshire",1,"PH2 9",22,5
"62950","Ochil and South Perthshire",1,"PH2 9",37,5
"62951","Ochil and South Perthshire",1,"PH2 9",22,1
"62952","Ochil and South Perthshire",1,"PH2 9",107,19
"62953","Ochil and South Perthshire",1,"PH2 9",25,3
"62954","Ochil and South Perthshire",1,"PH2 9",99,10
"62955","Ochil and South Perthshire",1,"PH2 9",1,NA
"62956","Ochil and South Perthshire",1,"PH2 9",7,1
"62957","Ochil and South Perthshire",1,"PH2 9",42,3
"62958","Ochil and South Perthshire",1,"PH2 9",17,1
"62959","Ochil and South Perthshire",1,"PH2 9",60,4
"62960","Ochil and South Perthshire",1,"PH2 9",21,NA
"62961","Ochil and South Perthshire",1,"PH2 9",89,6
"62962","Ochil and South Perthshire",1,"PH2 9",38,NA
"62963","Ochil and South Perthshire",1,"PH2 9",21,4
"62964","Ochil and South Perthshire",1,"PH2 9",49,2
"62965","Ochil and South Perthshire",1,"PH2 9",36,7
"62966","Ochil and South Perthshire",1,"PH2 9",107,12
"62967","Ochil and South Perthshire",1,"PH2 9",54,8
"62968","Ochil and South Perthshire",1,"PH2 9",29,4
"62969","Ochil and South Perthshire",1,"PH2 9",2,NA
"62970","Ochil and South Perthshire",1,"PH2 9",16,4
"62971","Ochil and South Perthshire",1,"PH2 9",6,NA
"62972","Ochil and South Perthshire",1,"PH2 9",13,3
"62973","Ochil and South Perthshire",1,"PH2 9",32,3
"62974","Ochil and South Perthshire",1,"PH2 9",10,NA
"62975","Ochil and South Perthshire",1,"PH2 9",7,1
"62976","Ochil and South Perthshire",1,"PH2 9",38,4
"62977","Ochil and South Perthshire",1,"PH2 9",5,1
"62978","Ochil and South Perthshire",1,"PH2 9",38,6
"62979","Ochil and South Perthshire",1,"PH2 9",4,2
"62980","Ochil and South Perthshire",1,"PH2 9",12,NA
"62981","Ochil and South Perthshire",1,"PH2 9",12,2
"62982","Ochil and South Perthshire",1,"PH2 9",7,1
"62983","Ochil and South Perthshire",1,"PH2 9",4,2
"62984","Ochil and South Perthshire",1,"PH2 9",4,NA
"62985","Ochil and South Perthshire",1,"PH2 9",96,8
"62986","Ochil and South Perthshire",1,"PH2 9",38,6
"62987","Ochil and South Perthshire",1,"PH2 9",10,1
"62988","Ochil and South Perthshire",1,"PH2 9",14,1
"62989","Ochil and South Perthshire",1,"PH2 9",27,3
"62990","Ochil and South Perthshire",1,"PH2 9",29,2
"62991","Ochil and South Perthshire",1,"PH2 9",55,4
"62992","Ochil and South Perthshire",1,"PH2 9",44,6
"62993","Ochil and South Perthshire",1,"PH2 9",10,1
"62994","Ochil and South Perthshire",1,"PH2 9",62,6
"62995","Ochil and South Perthshire",1,"PH2 9",6,NA
"62996","Ochil and South Perthshire",1,"PH2 9",25,1
"62997","Ochil and South Perthshire",1,"PH2 9",24,4
"62998","Ochil and South Perthshire",1,"PH2 9",13,1
"62999","Ochil and South Perthshire",1,"PH2 9",17,NA
"63000","Ochil and South Perthshire",1,"PH2 9",20,1
"63001","Ochil and South Perthshire",1,"PH2 9",25,4
"63002","Ochil and South Perthshire",1,"PH2 9",25,3
"63003","Ochil and South Perthshire",1,"PH2 9",3,NA
"63004","Ochil and South Perthshire",1,"PH2 9",12,NA
